sim_id,sim_name,grid,f,beta,M,theta,seed,classification,lambda_W,lambda_W_err,t_frag,t_radial,N_peaks,peak_significance,sigma_lw,contrast,radial_collapsed,radial_width_frac,f_transition,phase,t_J,priority
P2_0042,supercritical_f1.3_beta0.3_M3.0_theta0_seed2,longitudinal,1.3,0.3,3.0,0.0,2,MEASURABLE,2.662937840395121,0.3768057044159096,18.15663225572366,7.933390161047939,3,5.441,0.1415,102.70719164654287,False,0.9725,1.8067,2,0.8770580193070292,1.0
P2_0043,supercritical_f1.4_beta0.3_M3.0_theta0_seed1,longitudinal,1.4,0.3,3.0,0.0,1,PARTIAL,2.2921697778354355,0.6876509333506307,15.398267539920363,6.16115903405311,1,5.201,0.137,36.70904389026121,False,0.9577,1.8067,2,0.8451542547285166,1.0
P2_0044,supercritical_f1.4_beta0.3_M3.0_theta0_seed2,longitudinal,1.4,0.3,3.0,0.0,2,MEASURABLE,2.366121354410321,0.3357526201908245,15.27433565348443,6.16115903405311,3,4.665,0.1419,82.07054840843281,False,0.9577,1.8067,2,0.8451542547285166,1.0
P2_0045,supercritical_f1.5_beta0.3_M3.0_theta0_seed1,longitudinal,1.5,0.3,3.0,0.0,1,MEASURABLE,2.3556071192473795,0.34321195727434317,12.81001131429611,5.0349863517729565,5,4.98,0.1457,105.61257984072267,False,0.9408,1.8067,2,0.8164965809277261,1.0
P2_0046,supercritical_f1.5_beta0.3_M3.0_theta0_seed2,longitudinal,1.5,0.3,3.0,0.0,2,PARTIAL,2.270021110453184,0.6810063331359553,13.001945935921821,5.0349863517729565,2,5.184,0.1296,36.313975480126146,False,0.9408,1.8067,2,0.8164965809277261,1.0
P2_0047,supercritical_f1.6_beta0.3_M3.0_theta0_seed1,longitudinal,1.6,0.3,3.0,0.0,1,MEASURABLE,2.293863970752231,0.3195352511257858,10.935082849842795,4.252046461229326,3,4.575,0.1393,87.69389038781001,False,0.9222,1.8067,2,0.7905694150420948,1.0
P2_0048,supercritical_f1.6_beta0.3_M3.0_theta0_seed2,longitudinal,1.6,0.3,3.0,0.0,2,MEASURABLE,2.1290575720622615,0.30786172492020303,10.93372781709521,4.252046461229326,4,5.079,0.1446,94.26106801135606,False,0.9222,1.8067,2,0.7905694150420948,1.0
P2_0049,supercritical_f1.7_beta0.3_M3.0_theta0_seed1,longitudinal,1.7,0.3,3.0,0.0,1,PARTIAL,1.8412002973966513,0.5523600892189954,9.728346246748869,3.6747131182379795,4,5.182,0.1427,36.25568364888542,False,0.902,1.8067,2,0.7669649888473704,1.0
P2_0050,supercritical_f1.7_beta0.3_M3.0_theta0_seed2,longitudinal,1.7,0.3,3.0,0.0,2,MEASURABLE,2.1287852120405333,0.3293230723026705,9.872175261568353,3.6747131182379795,3,4.702,0.1547,103.70759179257176,False,0.902,1.8067,2,0.7669649888473704,1.0
P2_0051,supercritical_f1.8_beta0.3_M3.0_theta0_seed1,longitudinal,1.8,0.3,3.0,0.0,1,MEASURABLE,2.147857169381255,0.2949007893560463,9.217064521147982,3.2308566382906125,4,5.333,0.1373,119.81612014203324,False,0.8803,1.8067,2,0.7453559924999299,1.0
P2_0052,supercritical_f1.8_beta0.3_M3.0_theta0_seed2,longitudinal,1.8,0.3,3.0,0.0,2,MEASURABLE,2.2024100422066244,0.34996295570663266,8.651504329839208,3.2308566382906125,3,5.419,0.1589,96.20168666942341,False,0.8803,1.8067,2,0.7453559924999299,1.0
P2_0053,supercritical_f1.9_beta0.3_M3.0_theta0_seed1,longitudinal,1.9,0.3,3.0,0.0,1,PARTIAL,2.479247876785268,0.7437743630355803,8.174008587435965,2.878808311498888,5,4.47,0.1463,44.231040014151205,False,0.8571,1.8067,2,0.7254762501100117,1.0
P2_0054,supercritical_f1.9_beta0.3_M3.0_theta0_seed2,longitudinal,1.9,0.3,3.0,0.0,2,PARTIAL,1.9287297257791889,0.5786189177337566,8.104082731787981,2.878808311498888,4,4.342,0.1574,34.875465489023874,False,0.8571,1.8067,2,0.7254762501100117,1.0
P2_0055,supercritical_f2.0_beta0.3_M3.0_theta0_seed1,longitudinal,2.0,0.3,3.0,0.0,1,PARTIAL,1.817497306751489,0.5452491920254466,7.347641799221133,2.592724864350674,6,4.413,0.1713,31.78941117983066,False,0.8326,1.8067,2,0.7071067811865475,1.0
P2_0056,supercritical_f2.0_beta0.3_M3.0_theta0_seed2,longitudinal,2.0,0.3,3.0,0.0,2,PARTIAL,2.1960186624137683,0.6588055987241305,7.043282554020982,2.592724864350674,5,4.233,0.1623,39.78270732880362,False,0.8326,1.8067,2,0.7071067811865475,1.0
P2_0057,supercritical_f2.2_beta0.3_M3.0_theta0_seed1,longitudinal,2.2,0.3,3.0,0.0,1,COLLAPSED,,,6.280165647198645,2.156126093694692,5,4.627,0.1938,128.05201955032842,False,0.78,1.8067,2,0.674199862463242,1.0
P2_0058,supercritical_f2.2_beta0.3_M3.0_theta0_seed2,longitudinal,2.2,0.3,3.0,0.0,2,COLLAPSED,,,6.148963338139532,2.156126093694692,5,4.788,0.1734,123.15610276166449,False,0.78,1.8067,2,0.674199862463242,1.0
P2_0059,supercritical_f2.5_beta0.3_M3.0_theta0_seed1,longitudinal,2.5,0.3,3.0,0.0,1,COLLAPSED,,,4.74575174616338,1.7109329167727299,7,3.319,0.2547,120.25209306723337,False,0.6925,1.8067,2,0.6324555320336759,1.0
P2_0060,supercritical_f2.5_beta0.3_M3.0_theta0_seed2,longitudinal,2.5,0.3,3.0,0.0,2,COLLAPSED,,,4.809118652339973,1.7109329167727299,6,3.885,0.2373,117.97253784119468,False,0.6925,1.8067,2,0.6324555320336759,1.0
P2_0061,supercritical_f1.3_beta0.5_M1.0_theta0_seed1,longitudinal,1.3,0.5,1.0,0.0,1,PARTIAL,3.7781204052851813,1.1334361215855544,32.48216491817033,5.625494841470356,2,5.149,0.0918,41.72931848827387,False,0.9453,1.7,2,0.8770580193070292,1.0
P2_0062,supercritical_f1.3_beta0.5_M1.0_theta0_seed2,longitudinal,1.3,0.5,1.0,0.0,2,MEASURABLE,3.0361940917552754,0.2693104159386929,32.57737312656403,5.625494841470356,3,5.221,0.0887,99.05085473628978,False,0.9453,1.7,2,0.8770580193070292,1.0
P2_0063,supercritical_f1.4_beta0.5_M1.0_theta0_seed1,longitudinal,1.4,0.5,1.0,0.0,1,PARTIAL,2.4835701315331837,0.7450710394599551,25.436160024528895,4.368821860510387,2,4.654,0.0748,33.57619786272599,False,0.9158,1.7,2,0.8451542547285166,1.0
P2_0064,supercritical_f1.4_beta0.5_M1.0_theta0_seed2,longitudinal,1.4,0.5,1.0,0.0,2,MEASURABLE,3.0602893360143115,0.21452628245460323,26.345954068028924,4.368821860510387,3,5.341,0.0701,101.84989605105852,False,0.9158,1.7,2,0.8451542547285166,1.0
P2_0065,supercritical_f1.5_beta0.5_M1.0_theta0_seed1,longitudinal,1.5,0.5,1.0,0.0,1,PARTIAL,2.802915516606396,0.8408746549819187,23.352122019622765,3.570263049439005,1,4.966,0.0768,37.84378307583273,False,0.8823,1.7,2,0.8164965809277261,1.0
P2_0066,supercritical_f1.5_beta0.5_M1.0_theta0_seed2,longitudinal,1.5,0.5,1.0,0.0,2,MEASURABLE,2.877247062184224,0.22010940025709314,22.3205495289274,3.570263049439005,3,4.605,0.0765,103.36345364027287,False,0.8823,1.7,2,0.8164965809277261,1.0
P2_0067,supercritical_f1.6_beta0.5_M1.0_theta0_seed1,longitudinal,1.6,0.5,1.0,0.0,1,PARTIAL,2.4676770216634134,0.740303106499024,19.830181640447677,3.0150874906898855,3,4.765,0.0748,44.71989988534541,False,0.8453,1.7,2,0.7905694150420948,1.0
P2_0068,supercritical_f1.6_beta0.5_M1.0_theta0_seed2,longitudinal,1.6,0.5,1.0,0.0,2,MEASURABLE,3.0540745081031244,0.243409738295819,18.31654071862677,3.0150874906898855,4,5.346,0.0797,109.82858426612935,False,0.8453,1.7,2,0.7905694150420948,1.0
P2_0069,supercritical_f1.7_beta0.5_M1.0_theta0_seed1,longitudinal,1.7,0.5,1.0,0.0,1,PARTIAL,3.041553242565726,0.9124659727697177,17.2866019362836,2.605705665659658,2,5.131,0.0802,30.452355210684996,False,0.8051,1.7,2,0.7669649888473704,1.0
P2_0070,supercritical_f1.7_beta0.5_M1.0_theta0_seed2,longitudinal,1.7,0.5,1.0,0.0,2,MEASURABLE,2.6028073364016717,0.2259236767996651,16.523032079937824,2.605705665659658,3,5.24,0.0868,93.72129602712039,False,0.8051,1.7,2,0.7669649888473704,1.0
P2_0071,supercritical_f1.8_beta0.5_M1.0_theta0_seed1,longitudinal,1.8,0.5,1.0,0.0,1,PARTIAL,2.4884612767914835,0.746538383037445,16.090208203246696,2.2909710707878888,2,4.374,0.1133,41.80717869422986,False,0.7618,1.7,2,0.7453559924999299,1.0
P2_0072,supercritical_f1.8_beta0.5_M1.0_theta0_seed2,longitudinal,1.8,0.5,1.0,0.0,2,MEASURABLE,2.95009522251137,0.2548882272249824,14.938887241987613,2.2909710707878888,3,5.102,0.0864,110.50939152803483,False,0.7618,1.7,2,0.7453559924999299,1.0
P2_0073,supercritical_f1.9_beta0.5_M1.0_theta0_seed1,longitudinal,1.9,0.5,1.0,0.0,1,PARTIAL,2.8546648387268982,0.8563994516180694,14.003245257205467,2.0413368026992114,4,5.231,0.1239,40.80476739253936,False,0.7158,1.7,2,0.7254762501100117,1.0
P2_0074,supercritical_f1.9_beta0.5_M1.0_theta0_seed2,longitudinal,1.9,0.5,1.0,0.0,2,PARTIAL,2.424407992897511,0.7273223978692532,13.17970140990608,2.0413368026992114,3,3.724,0.1026,34.25962726054006,False,0.7158,1.7,2,0.7254762501100117,1.0
P2_0075,supercritical_f2.0_beta0.5_M1.0_theta0_seed1,longitudinal,2.0,0.5,1.0,0.0,1,COLLAPSED,,,12.463996417115307,1.8384776310850235,2,4.416,0.1213,93.81673941609058,False,0.6672,1.7,2,0.7071067811865475,1.0
P2_0076,supercritical_f2.0_beta0.5_M1.0_theta0_seed2,longitudinal,2.0,0.5,1.0,0.0,2,COLLAPSED,,,12.415784400022556,1.8384776310850235,4,3.522,0.128,93.37973853106946,False,0.6672,1.7,2,0.7071067811865475,1.0
P2_0077,supercritical_f2.2_beta0.5_M1.0_theta0_seed1,longitudinal,2.2,0.5,1.0,0.0,1,COLLAPSED,,,10.798836203381569,1.5288894118925997,4,4.216,0.1377,100.4010816178632,False,0.5625,1.7,2,0.674199862463242,1.0
P2_0078,supercritical_f2.2_beta0.5_M1.0_theta0_seed2,longitudinal,2.2,0.5,1.0,0.0,2,COLLAPSED,,,11.117653011430123,1.5288894118925997,3,4.817,0.1685,97.83305779820542,False,0.5625,1.7,2,0.674199862463242,1.0
P2_0079,supercritical_f2.5_beta0.5_M1.0_theta0_seed1,longitudinal,2.5,0.5,1.0,0.0,1,COLLAPSED,,,8.581731252014638,1.2132069773479357,3,3.888,0.1854,137.91919760867177,False,0.3885,1.7,2,0.6324555320336759,1.0
P2_0080,supercritical_f2.5_beta0.5_M1.0_theta0_seed2,longitudinal,2.5,0.5,1.0,0.0,2,COLLAPSED,,,8.128746601896111,1.2132069773479357,4,2.812,0.1779,121.73686732239769,False,0.3885,1.7,2,0.6324555320336759,1.0
P2_0081,supercritical_f1.3_beta0.5_M2.0_theta0_seed1,longitudinal,1.3,0.5,2.0,0.0,1,MEASURABLE,2.7415694350764825,0.2873164767960154,22.01607842395344,5.625494841470356,3,4.654,0.1048,93.8615984341463,False,0.9453,1.62,2,0.8770580193070292,1.0
P2_0082,supercritical_f1.3_beta0.5_M2.0_theta0_seed2,longitudinal,1.3,0.5,2.0,0.0,2,MEASURABLE,2.9726343999385625,0.2975607034338501,22.803543866537016,5.625494841470356,3,5.341,0.1001,97.96863514345843,False,0.9453,1.62,2,0.8770580193070292,1.0
P2_0083,supercritical_f1.4_beta0.5_M2.0_theta0_seed1,longitudinal,1.4,0.5,2.0,0.0,1,PARTIAL,2.7184577027411096,0.8155373108223328,19.503491038296417,4.368821860510387,1,4.966,0.1068,33.83036213627375,False,0.9158,1.62,2,0.8451542547285166,1.0
P2_0084,supercritical_f1.4_beta0.5_M2.0_theta0_seed2,longitudinal,1.4,0.5,2.0,0.0,2,MEASURABLE,2.7905494805472957,0.297193519678287,18.641930585215366,4.368821860510387,4,4.605,0.1065,124.81151011599356,False,0.9158,1.62,2,0.8451542547285166,1.0
P2_0085,supercritical_f1.5_beta0.5_M2.0_theta0_seed1,longitudinal,1.5,0.5,2.0,0.0,1,PARTIAL,2.3901245869320484,0.7170373760796145,16.178317302837133,3.570263049439005,2,4.765,0.1048,38.99852171597329,False,0.8823,1.62,2,0.8164965809277261,1.0
P2_0086,supercritical_f1.5_beta0.5_M2.0_theta0_seed2,longitudinal,1.5,0.5,2.0,0.0,2,MEASURABLE,2.9580931815862788,0.3245028220200148,14.943423767327154,3.570263049439005,4,5.346,0.1097,99.08828025361376,False,0.8823,1.62,2,0.8164965809277261,1.0
P2_0087,supercritical_f1.6_beta0.5_M2.0_theta0_seed1,longitudinal,1.6,0.5,2.0,0.0,1,PARTIAL,2.9425083920068404,0.8827525176020521,13.868443001188266,3.0150874906898855,2,5.131,0.1102,43.62710185696386,False,0.8453,1.62,2,0.7905694150420948,1.0
P2_0088,supercritical_f1.6_beta0.5_M2.0_theta0_seed2,longitudinal,1.6,0.5,2.0,0.0,2,MEASURABLE,2.5180497658092165,0.2941082126465165,13.255857307991382,3.0150874906898855,4,5.24,0.1168,104.98089039951029,False,0.8453,1.62,2,0.7905694150420948,1.0
P2_0089,supercritical_f1.7_beta0.5_M2.0_theta0_seed1,longitudinal,1.7,0.5,2.0,0.0,1,PARTIAL,2.4049251684798643,0.7214775505439592,12.745344094742277,2.605705665659658,2,4.414,0.1397,42.168987169141374,False,0.8051,1.62,2,0.7669649888473704,1.0
P2_0090,supercritical_f1.7_beta0.5_M2.0_theta0_seed2,longitudinal,1.7,0.5,2.0,0.0,2,PARTIAL,3.1903520761355613,0.9571056228406684,11.8333619979677,2.605705665659658,3,5.142,0.1137,34.64444494304975,False,0.8051,1.62,2,0.7669649888473704,1.0
P2_0091,supercritical_f1.8_beta0.5_M2.0_theta0_seed1,longitudinal,1.8,0.5,2.0,0.0,1,MEASURABLE,2.67597927882534,0.4027348814632137,10.981217407420203,2.2909710707878888,4,5.271,0.1505,102.69381004944465,False,0.7618,1.62,2,0.7453559924999299,1.0
P2_0092,supercritical_f1.8_beta0.5_M2.0_theta0_seed2,longitudinal,1.8,0.5,2.0,0.0,2,MEASURABLE,2.5375032920968823,0.3293679273141753,10.33540182213047,2.2909710707878888,3,3.764,0.1298,122.11213522988609,False,0.7618,1.62,2,0.7453559924999299,1.0
P2_0093,supercritical_f1.9_beta0.5_M2.0_theta0_seed1,longitudinal,1.9,0.5,2.0,0.0,1,COLLAPSED,,,9.694398963103161,2.0413368026992114,3,4.456,0.1484,89.12590244528604,False,0.7158,1.62,2,0.7254762501100117,1.0
P2_0094,supercritical_f1.9_beta0.5_M2.0_theta0_seed2,longitudinal,1.9,0.5,2.0,0.0,2,COLLAPSED,,,9.656900033155518,2.0413368026992114,4,3.562,0.1549,88.71075160451599,False,0.7158,1.62,2,0.7254762501100117,1.0
P2_0095,supercritical_f2.0_beta0.5_M2.0_theta0_seed1,longitudinal,2.0,0.5,2.0,0.0,1,COLLAPSED,,,9.37477997950977,1.8384776310850235,4,4.161,0.1777,115.17836147768968,False,0.6672,1.62,2,0.7071067811865475,1.0
P2_0096,supercritical_f2.0_beta0.5_M2.0_theta0_seed2,longitudinal,2.0,0.5,2.0,0.0,2,COLLAPSED,,,9.045355450583486,1.8384776310850235,3,3.926,0.1832,117.39979880902519,False,0.6672,1.62,2,0.7071067811865475,1.0
P2_0097,supercritical_f2.2_beta0.5_M2.0_theta0_seed1,longitudinal,2.2,0.5,2.0,0.0,1,COLLAPSED,,,7.4006080149582445,1.5288894118925997,5,3.727,0.1755,102.29176754812275,False,0.5625,1.62,2,0.674199862463242,1.0
P2_0098,supercritical_f2.2_beta0.5_M2.0_theta0_seed2,longitudinal,2.2,0.5,2.0,0.0,2,PARTIAL,3.3036682952382206,0.9911004885714662,7.6219880541084235,1.5288894118925997,4,3.492,0.1842,38.22096979355754,False,0.5625,1.62,2,0.674199862463242,1.0
P2_0099,supercritical_f2.5_beta0.5_M2.0_theta0_seed1,longitudinal,2.5,0.5,2.0,0.0,1,COLLAPSED,,,5.921654300282142,1.2132069773479357,5,3.172,0.2768,122.84457579077198,False,0.3885,1.62,2,0.6324555320336759,1.0
P2_0100,supercritical_f2.5_beta0.5_M2.0_theta0_seed2,longitudinal,2.5,0.5,2.0,0.0,2,COLLAPSED,,,6.064568825153635,1.2132069773479357,4,3.498,0.2528,115.27733523187591,False,0.3885,1.62,2,0.6324555320336759,1.0
P2_0101,supercritical_f1.3_beta0.5_M3.0_theta0_seed1,longitudinal,1.3,0.5,3.0,0.0,1,PARTIAL,2.6332790819867262,0.7899837245960178,19.492616495472575,5.625494841470356,1,4.966,0.1368,33.83036213627375,False,0.9453,1.54,2,0.8770580193070292,1.0
P2_0102,supercritical_f1.3_beta0.5_M3.0_theta0_seed2,longitudinal,1.3,0.5,3.0,0.0,2,MEASURABLE,2.7031119766787586,0.3689747848166506,18.631536421828415,5.625494841470356,4,4.605,0.1365,124.81151011599356,False,0.9453,1.54,2,0.8770580193070292,1.0
P2_0103,supercritical_f1.4_beta0.5_M3.0_theta0_seed1,longitudinal,1.4,0.5,3.0,0.0,1,PARTIAL,2.3116836992867302,0.6935051097860191,15.602303478609038,4.368821860510387,2,4.765,0.1348,38.99852171597329,False,0.9158,1.54,2,0.8451542547285166,1.0
P2_0104,supercritical_f1.4_beta0.5_M3.0_theta0_seed2,longitudinal,1.4,0.5,3.0,0.0,2,MEASURABLE,2.8610122778669327,0.3996834152180105,14.41137717001078,4.368821860510387,4,5.346,0.1397,99.08828025361376,False,0.9158,1.54,2,0.8451542547285166,1.0
P2_0105,supercritical_f1.5_beta0.5_M3.0_theta0_seed1,longitudinal,1.5,0.5,3.0,0.0,1,PARTIAL,2.8421384586305454,0.8526415375891636,13.064829031977908,3.570263049439005,1,5.131,0.1402,43.62710185696386,False,0.8823,1.54,2,0.8164965809277261,1.0
P2_0106,supercritical_f1.5_beta0.5_M3.0_theta0_seed2,longitudinal,1.5,0.5,3.0,0.0,2,MEASURABLE,2.4321582564021367,0.3570408320398337,12.487739927716728,3.570263049439005,3,5.24,0.1468,104.98089039951029,False,0.8823,1.54,2,0.8164965809277261,1.0
P2_0107,supercritical_f1.6_beta0.5_M3.0_theta0_seed1,longitudinal,1.6,0.5,3.0,0.0,1,PARTIAL,2.3201665070223507,0.6960499521067052,11.806984895413493,3.0150874906898855,2,4.454,0.1661,42.168987169141374,False,0.8453,1.54,2,0.7905694150420948,1.0
P2_0108,supercritical_f1.6_beta0.5_M3.0_theta0_seed2,longitudinal,1.6,0.5,3.0,0.0,2,PARTIAL,3.0779119989574535,0.923373599687236,10.962146281291894,3.0150874906898855,3,5.182,0.141,34.64444494304975,False,0.8453,1.54,2,0.7905694150420948,1.0
P2_0109,supercritical_f1.7_beta0.5_M3.0_theta0_seed1,longitudinal,1.7,0.5,3.0,0.0,1,MEASURABLE,2.5789844612615367,0.45699604653554426,10.04407065874589,2.605705665659658,4,5.311,0.1772,102.69381004944465,False,0.8051,1.54,2,0.7669649888473704,1.0
P2_0110,supercritical_f1.7_beta0.5_M3.0_theta0_seed2,longitudinal,1.7,0.5,3.0,0.0,2,MEASURABLE,2.4455277410034792,0.3839478553375462,9.453369543331647,2.605705665659658,3,3.804,0.157,122.11213522988609,False,0.8051,1.54,2,0.7669649888473704,1.0
P2_0111,supercritical_f1.8_beta0.5_M3.0_theta0_seed1,longitudinal,1.8,0.5,3.0,0.0,1,COLLAPSED,,,8.77833300237166,2.2909710707878888,3,4.496,0.1755,84.43506547448152,False,0.7618,1.54,2,0.7453559924999299,1.0
P2_0112,supercritical_f1.8_beta0.5_M3.0_theta0_seed2,longitudinal,1.8,0.5,3.0,0.0,2,COLLAPSED,,,8.744377509559174,2.2909710707878888,4,3.602,0.1819,84.04176467796252,False,0.7618,1.54,2,0.7453559924999299,1.0
P2_0113,supercritical_f1.9_beta0.5_M3.0_theta0_seed1,longitudinal,1.9,0.5,3.0,0.0,1,COLLAPSED,,,8.419649746071105,2.0413368026992114,4,4.201,0.2045,109.41944340380519,False,0.7158,1.54,2,0.7254762501100117,1.0
P2_0114,supercritical_f1.9_beta0.5_M3.0_theta0_seed2,longitudinal,1.9,0.5,3.0,0.0,2,COLLAPSED,,,8.123787959726673,2.0413368026992114,3,3.966,0.2099,111.52980886857392,False,0.7158,1.54,2,0.7254762501100117,1.0
P2_0115,supercritical_f2.0_beta0.5_M3.0_theta0_seed1,longitudinal,2.0,0.5,3.0,0.0,1,COLLAPSED,,,7.398056672605087,1.8384776310850235,4,4.296,0.1924,91.2737105616938,False,0.6672,1.54,2,0.7071067811865475,1.0
P2_0116,supercritical_f2.0_beta0.5_M3.0_theta0_seed2,longitudinal,2.0,0.5,3.0,0.0,2,COLLAPSED,,,7.616471395238223,1.8384776310850235,3,4.897,0.222,88.93914345291401,False,0.6672,1.54,2,0.7071067811865475,1.0
P2_0117,supercritical_f2.2_beta0.5_M3.0_theta0_seed1,longitudinal,2.2,0.5,3.0,0.0,1,COLLAPSED,,,6.344070381943142,1.5288894118925997,5,3.485,0.2313,116.07041641356732,False,0.5625,1.54,2,0.674199862463242,1.0
P2_0118,supercritical_f2.2_beta0.5_M3.0_theta0_seed2,longitudinal,2.2,0.5,3.0,0.0,2,COLLAPSED,,,5.967561123500154,1.5288894118925997,5,3.334,0.1943,148.90529296166315,False,0.5625,1.54,2,0.674199862463242,1.0
P2_0119,supercritical_f2.5_beta0.5_M3.0_theta0_seed1,longitudinal,2.5,0.5,3.0,0.0,1,COLLAPSED,,,4.93270822392884,1.2132069773479357,4,3.05,0.2626,118.06174459116953,False,0.3885,1.54,2,0.6324555320336759,1.0
P2_0120,supercritical_f2.5_beta0.5_M3.0_theta0_seed2,longitudinal,2.5,0.5,3.0,0.0,2,PARTIAL,2.125001201032324,0.6375003603096971,4.964816423076703,1.2132069773479357,4,3.144,0.2857,31.762041653221697,False,0.3885,1.54,2,0.6324555320336759,1.0
P2_0121,supercritical_f1.3_beta1.0_M1.0_theta0_seed1,longitudinal,1.3,1.0,1.0,0.0,1,PARTIAL,3.0606624442079284,0.9181987332623784,32.88090571859885,3.8945733517871695,2,5.19,0.0882,34.43404564539082,False,0.8859,1.5,2,0.8770580193070292,1.0
P2_0122,supercritical_f1.3_beta1.0_M1.0_theta0_seed2,longitudinal,1.3,1.0,1.0,0.0,2,PARTIAL,3.0828701986533393,0.9248610595960017,31.501967580972337,3.8945733517871695,2,4.773,0.1023,38.488964642440294,False,0.8859,1.5,2,0.8770580193070292,1.0
P2_0123,supercritical_f1.4_beta1.0_M1.0_theta0_seed1,longitudinal,1.4,1.0,1.0,0.0,1,MEASURABLE,3.5767379350504767,0.28184694928197757,26.461643098461177,3.024568980353345,3,4.883,0.0788,115.36392830262537,False,0.8243,1.5,2,0.8451542547285166,1.0
P2_0124,supercritical_f1.4_beta1.0_M1.0_theta0_seed2,longitudinal,1.4,1.0,1.0,0.0,2,PARTIAL,3.2945038178917705,0.9883511453675311,26.608852979366475,3.024568980353345,1,5.12,0.0858,39.5027316681654,False,0.8243,1.5,2,0.8451542547285166,1.0
P2_0125,supercritical_f1.5_beta1.0_M1.0_theta0_seed1,longitudinal,1.5,1.0,1.0,0.0,1,PARTIAL,3.165386955373717,0.949616086612115,21.93082123013526,2.471720572688542,2,5.041,0.0863,32.48187162350406,False,0.7545,1.5,2,0.8164965809277261,1.0
P2_0126,supercritical_f1.5_beta1.0_M1.0_theta0_seed2,longitudinal,1.5,1.0,1.0,0.0,2,PARTIAL,2.8570833802004403,0.8571250140601321,22.79065172216404,2.471720572688542,2,4.989,0.0825,35.238506355613,False,0.7545,1.5,2,0.8164965809277261,1.0
P2_0127,supercritical_f1.6_beta1.0_M1.0_theta0_seed1,longitudinal,1.6,1.0,1.0,0.0,1,PARTIAL,3.2863742516964374,0.9859122755089311,18.936063462991907,2.087368262785305,3,4.647,0.1013,43.0451723313267,False,0.6773,1.5,2,0.7905694150420948,1.0
P2_0128,supercritical_f1.6_beta1.0_M1.0_theta0_seed2,longitudinal,1.6,1.0,1.0,0.0,2,PARTIAL,3.731752452816504,1.119525735844951,19.584049218419963,2.087368262785305,1,5.061,0.0842,32.72885269040394,False,0.6773,1.5,2,0.7905694150420948,1.0
P2_0129,supercritical_f1.7_beta1.0_M1.0_theta0_seed1,longitudinal,1.7,1.0,1.0,0.0,1,PARTIAL,3.686055503668405,1.1058166511005214,17.427007445646623,1.803950076225917,1,4.87,0.1141,41.51948328961113,False,0.5933,1.5,2,0.7669649888473704,1.0
P2_0130,supercritical_f1.7_beta1.0_M1.0_theta0_seed2,longitudinal,1.7,1.0,1.0,0.0,2,PARTIAL,3.045323455574026,0.9135970366722077,16.37096636591671,1.803950076225917,2,3.773,0.1049,31.97869068364174,False,0.5933,1.5,2,0.7669649888473704,1.0
P2_0131,supercritical_f1.8_beta1.0_M1.0_theta0_seed1,longitudinal,1.8,1.0,1.0,0.0,1,COLLAPSED,,,14.556308524030788,1.586056895160846,4,3.911,0.1128,81.46714680570261,False,0.5031,1.5,2,0.7453559924999299,1.0
P2_0132,supercritical_f1.8_beta1.0_M1.0_theta0_seed2,longitudinal,1.8,1.0,1.0,0.0,2,COLLAPSED,,,15.47013362193117,1.586056895160846,4,4.439,0.1367,91.435525867833,False,0.5031,1.5,2,0.7453559924999299,1.0
P2_0133,supercritical_f1.9_beta1.0_M1.0_theta0_seed1,longitudinal,1.9,1.0,1.0,0.0,1,COLLAPSED,,,13.764394907589676,1.4132331710994541,3,4.677,0.1321,74.7347332558172,False,0.4071,1.5,2,0.7254762501100117,1.0
P2_0134,supercritical_f1.9_beta1.0_M1.0_theta0_seed2,longitudinal,1.9,1.0,1.0,0.0,2,COLLAPSED,,,13.35426779438305,1.4132331710994541,2,4.274,0.1346,74.9928553417119,False,0.4071,1.5,2,0.7254762501100117,1.0
P2_0135,supercritical_f2.0_beta1.0_M1.0_theta0_seed1,longitudinal,2.0,1.0,1.0,0.0,1,COLLAPSED,,,12.429430688149044,1.2727922061357855,3,4.201,0.1534,83.61613280175044,False,0.3056,1.5,2,0.7071067811865475,1.0
P2_0136,supercritical_f2.0_beta1.0_M1.0_theta0_seed2,longitudinal,2.0,1.0,1.0,0.0,2,COLLAPSED,,,12.185348504830309,1.2727922061357855,4,4.07,0.1453,89.22512499119766,False,0.3056,1.5,2,0.7071067811865475,1.0
P2_0137,supercritical_f2.2_beta1.0_M1.0_theta0_seed1,longitudinal,2.2,1.0,1.0,0.0,1,PARTIAL,2.719475916708421,0.8158427750125262,10.692679416966099,1.0584619005410305,3,3.682,0.1693,32.453777139276454,True,0.0871,1.5,2,0.674199862463242,1.0
P2_0138,supercritical_f2.2_beta1.0_M1.0_theta0_seed2,longitudinal,2.2,1.0,1.0,0.0,2,PARTIAL,2.680711111234303,0.8042133333702909,10.801286906107073,1.0584619005410305,3,4.005,0.1657,40.29922665535082,True,0.0871,1.5,2,0.674199862463242,1.0
P2_0139,supercritical_f2.5_beta1.0_M1.0_theta0_seed1,longitudinal,2.5,1.0,1.0,0.0,1,PARTIAL,3.001570493549961,0.9004711480649883,8.450939981887515,0.83991252277934,4,3.036,0.2473,35.63494104447562,True,0.05,1.5,2,0.6324555320336759,1.0
