sim_name,f,beta,M,theta,seed,classification,lambda_W,lambda_W_err,t_frag,t_radial,t_J,N_peaks,peak_significance,sigma_lw,contrast,radial_collapsed,radial_width_frac,f_transition,sim_id,priority,grid
supercritical_f1.3_beta2.0_M2.0_theta0_seed2,1.3,2.0,2.0,0.0,2,PARTIAL,2.9564755918187604,0.886942677545628,23.299476385399704,3.029112606945576,0.8770580193070292,2,4.989,0.1125,42.13250039612049,False,0.8114,1.32,P2_0202,1,longitudinal
supercritical_f1.4_beta2.0_M2.0_theta0_seed1,1.4,2.0,2.0,0.0,1,PARTIAL,3.3909517823282016,1.0172855346984604,18.2472473328522,2.3524425402748235,0.8451542547285166,4,4.687,0.1281,31.67913309813806,False,0.7096,1.32,P2_0203,1,longitudinal
supercritical_f1.4_beta2.0_M2.0_theta0_seed2,1.4,2.0,2.0,0.0,2,PARTIAL,3.8505026092367984,1.1551507827710394,18.87166203079453,2.3524425402748235,0.8451542547285166,1,5.101,0.1115,38.15270399227623,False,0.7096,1.32,P2_0204,1,longitudinal
supercritical_f1.5_beta2.0_M2.0_theta0_seed1,1.5,2.0,2.0,0.0,1,PARTIAL,3.7938152689708855,1.1381445806912656,16.13104659456111,1.9224493343133102,0.8164965809277261,1,4.91,0.141,39.865572984757435,False,0.5941,1.32,P2_0205,1,longitudinal
supercritical_f1.5_beta2.0_M2.0_theta0_seed2,1.5,2.0,2.0,0.0,2,PARTIAL,3.134351778809041,0.9403055336427122,15.153538097131202,1.9224493343133102,0.8164965809277261,3,3.813,0.1321,37.97316097257736,False,0.5941,1.32,P2_0206,1,longitudinal
supercritical_f1.6_beta2.0_M2.0_theta0_seed1,1.6,2.0,2.0,0.0,1,COLLAPSED,,,13.08200242667853,1.623508648833015,0.7905694150420948,3,3.951,0.1401,72.415241605069,False,0.4665,1.32,P2_0207,1,longitudinal
supercritical_f1.6_beta2.0_M2.0_theta0_seed2,1.6,2.0,2.0,0.0,2,COLLAPSED,,,13.90327260850772,1.623508648833015,0.7905694150420948,3,4.479,0.1634,81.27602299362933,False,0.4665,1.32,P2_0208,1,longitudinal
supercritical_f1.7_beta2.0_M2.0_theta0_seed1,1.7,2.0,2.0,0.0,1,COLLAPSED,,,12.09160127713121,1.4030722815090466,0.7669649888473704,3,4.717,0.1593,66.86791922888908,False,0.3277,1.32,P2_0209,1,longitudinal
supercritical_f1.7_beta2.0_M2.0_theta0_seed2,1.7,2.0,2.0,0.0,2,COLLAPSED,,,11.731317112143984,1.4030722815090466,0.7669649888473704,1,4.314,0.1617,67.09887056890011,False,0.3277,1.32,P2_0210,1,longitudinal
supercritical_f1.8_beta2.0_M2.0_theta0_seed1,1.8,2.0,2.0,0.0,1,PARTIAL,2.6175418354071764,0.7852625506221529,10.72140255015574,1.2335998073473244,0.7453559924999299,3,4.241,0.1805,41.802485423088186,True,0.1786,1.32,P2_0211,1,longitudinal
supercritical_f1.8_beta2.0_M2.0_theta0_seed2,1.8,2.0,2.0,0.0,2,PARTIAL,2.752713023440061,0.8258139070320183,10.510861664709058,1.2335998073473244,0.7453559924999299,3,4.11,0.1725,42.15391819829933,True,0.1786,1.32,P2_0212,1,longitudinal
supercritical_f1.9_beta2.0_M2.0_theta0_seed1,1.9,2.0,2.0,0.0,1,PARTIAL,3.067992117618238,0.9203976352854714,10.004243717572185,1.0991813552995753,0.7254762501100117,4,3.625,0.2034,34.86812258764619,True,0.05,1.32,P2_0213,1,longitudinal
supercritical_f1.9_beta2.0_M2.0_theta0_seed2,1.9,2.0,2.0,0.0,2,PARTIAL,2.382994543384883,0.7148983630154648,9.483273642807806,1.0991813552995753,0.7254762501100117,2,4.299,0.1792,33.0585412882281,True,0.05,1.32,P2_0214,1,longitudinal
supercritical_f2.0_beta2.0_M2.0_theta0_seed1,2.0,2.0,2.0,0.0,1,PARTIAL,2.7740228471529713,0.8322068541458914,8.971661426528721,0.9899494936611664,0.7071067811865475,4,3.722,0.1966,32.652025239934346,True,0.05,1.32,P2_0215,1,longitudinal
supercritical_f2.0_beta2.0_M2.0_theta0_seed2,2.0,2.0,2.0,0.0,2,PARTIAL,2.7344805017363587,0.8203441505209076,9.062788222999599,0.9899494936611664,0.7071067811865475,3,4.045,0.193,31.838226321838135,True,0.05,1.32,P2_0216,1,longitudinal
supercritical_f2.2_beta2.0_M2.0_theta0_seed1,2.2,2.0,2.0,0.0,1,PARTIAL,3.063339945671522,0.9190019837014566,7.430260393872729,0.8232481448652459,0.674199862463242,4,3.265,0.2025,36.026573450344436,True,0.05,1.32,P2_0217,1,longitudinal
supercritical_f2.2_beta2.0_M2.0_theta0_seed2,2.2,2.0,2.0,0.0,2,PARTIAL,2.3467940396629245,0.7040382118988774,7.784080835076148,0.8232481448652459,0.674199862463242,4,2.898,0.2488,41.68121842361669,True,0.05,1.32,P2_0218,1,longitudinal
supercritical_f2.5_beta2.0_M2.0_theta0_seed1,2.5,2.0,2.0,0.0,1,PARTIAL,2.5856568414632783,0.7862982454889829,6.041226243122628,0.6532652954950422,0.6324555320336759,4,2.739,0.3041,36.797441097913705,True,0.05,1.32,P2_0219,1,longitudinal
supercritical_f2.5_beta2.0_M2.0_theta0_seed2,2.5,2.0,2.0,0.0,2,PARTIAL,2.5106139463464614,0.7531841839039384,6.228954632927007,0.6532652954950422,0.6324555320336759,6,2.341,0.2566,34.384591788969566,True,0.05,1.32,P2_0220,1,longitudinal
supercritical_f1.3_beta2.0_M3.0_theta0_seed1,1.3,2.0,3.0,0.0,1,PARTIAL,3.2847016112947913,0.9854104833884374,18.23707323262836,3.029112606945576,0.8770580193070292,4,4.727,0.1549,31.67913309813806,False,0.8114,1.24,P2_0221,1,longitudinal
supercritical_f1.3_beta2.0_M3.0_theta0_seed2,1.3,2.0,3.0,0.0,2,PARTIAL,3.7298531317278303,1.118955939518349,18.861139776265432,3.029112606945576,0.8770580193070292,1,5.141,0.1388,38.15270399227623,False,0.8114,1.24,P2_0222,1,longitudinal
supercritical_f1.4_beta2.0_M3.0_theta0_seed1,1.4,2.0,3.0,0.0,1,PARTIAL,3.669307015766217,1.100792104729865,15.556715799596093,2.3524425402748235,0.8451542547285166,1,4.95,0.1679,39.865572984757435,False,0.7096,1.24,P2_0223,1,longitudinal
supercritical_f1.4_beta2.0_M3.0_theta0_seed2,1.4,2.0,3.0,0.0,2,PARTIAL,3.031486289258117,0.9094458867774351,14.614010576034557,2.3524425402748235,0.8451542547285166,3,3.853,0.1592,37.97316097257736,False,0.7096,1.24,P2_0224,1,longitudinal
supercritical_f1.5_beta2.0_M3.0_theta0_seed1,1.5,2.0,3.0,0.0,1,COLLAPSED,,,12.323959155748843,1.9224493343133102,0.8164965809277261,3,3.991,0.1674,67.88928900475219,False,0.5941,1.24,P2_0225,1,longitudinal
supercritical_f1.5_beta2.0_M3.0_theta0_seed2,1.5,2.0,3.0,0.0,2,COLLAPSED,,,13.097640420022017,1.9224493343133102,0.8164965809277261,3,4.519,0.1901,76.19627155652749,False,0.5941,1.24,P2_0226,1,longitudinal
supercritical_f1.6_beta2.0_M3.0_theta0_seed1,1.6,2.0,3.0,0.0,1,COLLAPSED,,,11.201373033101898,1.623508648833015,0.7905694150420948,3,4.757,0.1864,62.93451221542501,False,0.4665,1.24,P2_0227,1,longitudinal
supercritical_f1.6_beta2.0_M3.0_theta0_seed2,1.6,2.0,3.0,0.0,2,COLLAPSED,,,10.867614316001774,1.623508648833015,0.7905694150420948,1,4.354,0.1888,63.15187818249423,False,0.4665,1.24,P2_0228,1,longitudinal
supercritical_f1.7_beta2.0_M3.0_theta0_seed1,1.7,2.0,3.0,0.0,1,COLLAPSED,,,9.80642862983998,1.4030722815090466,0.7669649888473704,3,4.281,0.2075,71.07371288148788,False,0.3277,1.24,P2_0229,1,longitudinal
supercritical_f1.7_beta2.0_M3.0_theta0_seed2,1.7,2.0,3.0,0.0,2,COLLAPSED,,,9.613855488673275,1.4030722815090466,0.7669649888473704,3,4.15,0.1997,75.841356242518,False,0.3277,1.24,P2_0230,1,longitudinal
supercritical_f1.8_beta2.0_M3.0_theta0_seed1,1.8,2.0,3.0,0.0,1,PARTIAL,2.95404748675438,0.8862142460263139,9.058899177141152,1.2335998073473244,0.7453559924999299,3,3.665,0.2303,34.86812258764619,True,0.1786,1.24,P2_0231,1,longitudinal
supercritical_f1.8_beta2.0_M3.0_theta0_seed2,1.8,2.0,3.0,0.0,2,PARTIAL,2.2944905892719323,0.6883471767815796,8.58715783268463,1.2335998073473244,0.7453559924999299,1,4.339,0.2065,33.0585412882281,True,0.1786,1.24,P2_0232,1,longitudinal
supercritical_f1.9_beta2.0_M3.0_theta0_seed1,1.9,2.0,3.0,0.0,1,PARTIAL,2.6687743580224117,0.8006323074067235,8.057602100189081,1.0991813552995753,0.7254762501100117,4,3.762,0.2238,32.652025239934346,True,0.05,1.24,P2_0233,1,longitudinal
supercritical_f1.9_beta2.0_M3.0_theta0_seed2,1.9,2.0,3.0,0.0,2,PARTIAL,2.630732278588125,0.7892196835764375,8.139444629874394,1.0991813552995753,0.7254762501100117,3,4.085,0.2203,31.838226321838135,True,0.05,1.24,P2_0234,1,longitudinal
supercritical_f2.0_beta2.0_M3.0_theta0_seed1,2.0,2.0,3.0,0.0,1,PARTIAL,2.6522494727550017,0.7956748418265005,7.187910445221559,0.9899494936611664,0.7071067811865475,3,3.333,0.2342,42.230349916319575,True,0.05,1.24,P2_0235,1,longitudinal
supercritical_f2.0_beta2.0_M3.0_theta0_seed2,2.0,2.0,3.0,0.0,2,PARTIAL,2.4386236103865406,0.7315870831159622,7.238769303735712,0.9899494936611664,0.7071067811865475,3,4.266,0.2677,32.2356915561482,True,0.05,1.24,P2_0236,1,longitudinal
supercritical_f2.2_beta2.0_M3.0_theta0_seed1,2.2,2.0,3.0,0.0,1,PARTIAL,2.9290693944242,0.8813569807822418,6.081589374312998,0.8232481448652459,0.674199862463242,3,3.116,0.3009,44.403464244612934,True,0.05,1.24,P2_0237,1,longitudinal
supercritical_f2.2_beta2.0_M3.0_theta0_seed2,2.2,2.0,3.0,0.0,2,PARTIAL,2.346153945112904,0.7038461835338712,6.112236621309504,0.8232481448652459,0.674199862463242,5,3.239,0.2916,34.32287796012511,True,0.05,1.24,P2_0238,1,longitudinal
supercritical_f2.5_beta2.0_M3.0_theta0_seed1,2.5,2.0,3.0,0.0,1,PARTIAL,2.691198093193524,0.85607011344486,5.114737673144474,0.6532652954950422,0.6324555320336759,4,2.76,0.3181,41.3607168746982,True,0.05,1.24,P2_0239,1,longitudinal
supercritical_f2.5_beta2.0_M3.0_theta0_seed2,2.5,2.0,3.0,0.0,2,PARTIAL,2.6768336171506166,0.8745215427231064,5.026621127503705,0.6532652954950422,0.6324555320336759,3,2.498,0.3267,31.009107919046134,True,0.05,1.24,P2_0240,1,longitudinal
supercritical_f1.4_beta0.5_M1.0_theta30_seed1,1.4,0.5,1.0,30.0,1,MEASURABLE,1.5440226571607247,0.12383061710429011,31.444626040281197,4.284806055500573,0.8451542547285166,4,5.131,0.0802,112.70042286175135,False,0.9125,1.775,P2_0241,2,oblique_theta30
supercritical_f1.4_beta0.5_M1.0_theta30_seed2,1.4,0.5,1.0,30.0,2,MEASURABLE,1.3879217714905472,0.1204716097653795,30.055679347523256,4.284806055500573,0.8451542547285166,5,5.24,0.0868,87.26482256187325,False,0.9125,1.775,P2_0242,2,oblique_theta30
supercritical_f1.5_beta0.5_M1.0_theta30_seed1,1.5,0.5,1.0,30.0,1,MEASURABLE,1.4235900550501948,0.13581049125178857,27.75890712055619,3.5016041446421013,0.8164965809277261,4,4.574,0.0954,114.13574676929204,False,0.8777,1.775,P2_0243,2,oblique_theta30
supercritical_f1.5_beta0.5_M1.0_theta30_seed2,1.5,0.5,1.0,30.0,2,MEASURABLE,1.5675345017376037,0.11411651172649755,25.772642478990424,3.5016041446421013,0.8164965809277261,5,5.302,0.0728,98.35691193656663,False,0.8777,1.775,P2_0244,2,oblique_theta30
supercritical_f1.6_beta0.5_M1.0_theta30_seed1,1.6,0.5,1.0,30.0,1,MEASURABLE,1.468018734828851,0.13226848800807947,23.221193273183093,2.9571050389458495,0.7905694150420948,6,5.631,0.0901,94.83013225740106,False,0.8392,1.775,P2_0245,2,oblique_theta30
supercritical_f1.6_beta0.5_M1.0_theta30_seed2,1.6,0.5,1.0,30.0,2,MEASURABLE,1.3920520244548742,0.10384708102433361,21.855533349656465,2.9571050389458495,0.7905694150420948,5,4.124,0.0746,97.67456562100038,False,0.8392,1.775,P2_0246,2,oblique_theta30
supercritical_f1.8_beta0.5_M1.0_theta30_seed1,1.8,0.5,1.0,30.0,1,PARTIAL,1.5652777902030897,0.46958333706092686,19.027096441976216,2.246913934811199,0.7453559924999299,6,4.871,0.0903,43.24562144285593,False,0.7524,1.775,P2_0247,2,oblique_theta30
supercritical_f1.8_beta0.5_M1.0_theta30_seed2,1.8,0.5,1.0,30.0,2,PARTIAL,1.5900830916805284,0.4770249275041585,18.358494907227367,2.246913934811199,0.7453559924999299,5,4.636,0.0937,30.587233067848064,False,0.7524,1.775,P2_0248,2,oblique_theta30
supercritical_f2.0_beta0.5_M1.0_theta30_seed1,2.0,0.5,1.0,30.0,1,COLLAPSED,,,14.610490669039336,1.8031222920256962,0.7071067811865475,7,4.437,0.0991,92.99251595283884,False,0.654,1.775,P2_0249,2,oblique_theta30
supercritical_f2.0_beta0.5_M1.0_theta30_seed2,2.0,0.5,1.0,30.0,2,COLLAPSED,,,15.047545433969148,1.8031222920256962,0.7071067811865475,7,4.202,0.105,141.39265043440622,False,0.654,1.775,P2_0250,2,oblique_theta30
supercritical_f2.5_beta0.5_M1.0_theta30_seed1,2.5,0.5,1.0,30.0,1,COLLAPSED,,,9.966071891511586,1.1898760739373986,0.6324555320336759,9,3.851,0.2148,116.12780994087225,False,0.3643,1.775,P2_0251,2,oblique_theta30
supercritical_f2.5_beta0.5_M1.0_theta30_seed2,2.5,0.5,1.0,30.0,2,COLLAPSED,,,10.136375878897173,1.1898760739373986,0.6324555320336759,9,3.923,0.1672,138.0016467050631,False,0.3643,1.775,P2_0252,2,oblique_theta30
supercritical_f1.4_beta0.5_M2.0_theta30_seed1,1.4,0.5,2.0,30.0,1,MEASURABLE,1.3806942548815644,0.1731390595621482,23.1839999724109,4.284806055500573,0.8451542547285166,4,4.574,0.1254,105.99099231650979,False,0.9125,1.695,P2_0253,2,oblique_theta30
supercritical_f1.4_beta0.5_M2.0_theta30_seed2,1.4,0.5,2.0,30.0,2,MEASURABLE,1.5203013488327817,0.15628697866000996,21.52508886343714,4.284806055500573,0.8451542547285166,5,5.302,0.1028,99.28520069215772,False,0.9125,1.695,P2_0254,2,oblique_theta30
supercritical_f1.5_beta0.5_M2.0_theta30_seed1,1.5,0.5,2.0,30.0,1,MEASURABLE,1.421882864486916,0.1707681320248786,18.94485082061922,3.5016041446421013,0.8164965809277261,6,5.631,0.1201,102.69381004944465,False,0.8777,1.695,P2_0255,2,oblique_theta30
supercritical_f1.5_beta0.5_M2.0_theta30_seed2,1.5,0.5,2.0,30.0,2,MEASURABLE,1.3483035829767307,0.14103255477936602,17.830686564780194,3.5016041446421013,0.8164965809277261,5,4.124,0.1046,122.11213522988609,False,0.8777,1.695,P2_0256,2,oblique_theta30
supercritical_f1.6_beta0.5_M2.0_theta30_seed1,1.6,0.5,2.0,30.0,1,PARTIAL,1.305742187485796,0.39172265624573877,16.075952956242734,2.9571050389458495,0.7905694150420948,5,5.016,0.1076,33.928885576110986,False,0.8392,1.695,P2_0257,2,oblique_theta30
supercritical_f1.6_beta0.5_M2.0_theta30_seed2,1.6,0.5,2.0,30.0,2,MEASURABLE,1.3494421969464916,0.15100258183831242,16.013769520627783,2.9571050389458495,0.7905694150420948,6,4.122,0.1119,105.28607522300604,False,0.8392,1.695,P2_0258,2,oblique_theta30
supercritical_f1.8_beta0.5_M2.0_theta30_seed1,1.8,0.5,2.0,30.0,1,PARTIAL,1.2334330496358665,0.3700299148907599,13.003483806727658,2.246913934811199,0.7453559924999299,7,5.006,0.1151,35.34247573927323,False,0.7524,1.695,P2_0259,2,oblique_theta30
supercritical_f1.8_beta0.5_M2.0_theta30_seed2,1.8,0.5,2.0,30.0,2,PARTIAL,1.2086679310664887,0.3626003793199466,13.387388990832013,2.246913934811199,0.7453559924999299,6,5.607,0.1341,36.52696465007129,False,0.7524,1.695,P2_0260,2,oblique_theta30
supercritical_f2.0_beta0.5_M2.0_theta30_seed1,2.0,0.5,2.0,30.0,1,COLLAPSED,,,10.846659918104221,1.8031222920256962,0.7071067811865475,8,4.195,0.1503,105.51856037597027,False,0.654,1.695,P2_0261,2,oblique_theta30
supercritical_f2.0_beta0.5_M2.0_theta30_seed2,2.0,0.5,2.0,30.0,2,COLLAPSED,,,10.202930003951243,1.8031222920256962,0.7071067811865475,8,4.044,0.1244,135.3684481469665,False,0.654,1.695,P2_0262,2,oblique_theta30
supercritical_f2.5_beta0.5_M2.0_theta30_seed1,2.5,0.5,2.0,30.0,1,COLLAPSED,,,7.111910292879946,1.1898760739373986,0.6324555320336759,10,3.114,0.2466,127.58466126603768,False,0.3643,1.695,P2_0263,2,oblique_theta30
supercritical_f2.5_beta0.5_M2.0_theta30_seed2,2.5,0.5,2.0,30.0,2,COLLAPSED,,,7.439628668644122,1.1898760739373986,0.6324555320336759,10,3.265,0.1928,130.03827597490653,False,0.3643,1.695,P2_0264,2,oblique_theta30
supercritical_f1.4_beta1.0_M1.0_theta30_seed1,1.4,1.0,1.0,30.0,1,PARTIAL,2.337832214978325,0.7013496644934974,29.12975369060532,2.9825610778484375,0.8451542547285166,2,5.27,0.083,41.51948328961113,False,0.8193,1.5375,P2_0265,2,oblique_theta30
supercritical_f1.4_beta1.0_M1.0_theta30_seed2,1.4,1.0,1.0,30.0,2,MEASURABLE,1.9509210905313512,0.1488552792075421,27.364550075719745,2.9825610778484375,0.8451542547285166,3,4.173,0.0763,104.02925703284592,False,0.8193,1.5375,P2_0266,2,oblique_theta30
supercritical_f1.5_beta1.0_M1.0_theta30_seed1,1.5,1.0,1.0,30.0,1,PARTIAL,1.774824754392209,0.5324474263176627,23.076457738552048,2.43739112029009,0.8164965809277261,5,4.511,0.0722,38.21096848226943,False,0.7475,1.5375,P2_0267,2,oblique_theta30
supercritical_f1.5_beta1.0_M1.0_theta30_seed2,1.5,1.0,1.0,30.0,2,PARTIAL,1.9449951059331398,0.5834985317799419,24.525166126211786,2.43739112029009,0.8164965809277261,5,5.039,0.0875,34.24346038980392,False,0.7475,1.5375,P2_0268,2,oblique_theta30
supercritical_f1.6_beta1.0_M1.0_theta30_seed1,1.6,1.0,1.0,30.0,1,PARTIAL,1.562206900299281,0.46866207008978433,20.974429413907444,2.058377036913287,0.7905694150420948,4,5.352,0.0843,33.06344466641396,False,0.6681,1.5375,P2_0269,2,oblique_theta30
supercritical_f1.6_beta1.0_M1.0_theta30_seed2,1.6,1.0,1.0,30.0,2,MEASURABLE,1.7778759252858736,0.15271954198205653,20.3494704350032,2.058377036913287,0.7905694150420948,3,4.949,0.0859,105.21175107884511,False,0.6681,1.5375,P2_0270,2,oblique_theta30
supercritical_f1.8_beta1.0_M1.0_theta30_seed1,1.8,1.0,1.0,30.0,1,COLLAPSED,,,16.962674200489044,1.564028327172501,0.7453559924999299,5,4.26,0.124,93.9506138143062,False,0.489,1.5375,P2_0271,2,oblique_theta30
supercritical_f1.8_beta1.0_M1.0_theta30_seed2,1.8,1.0,1.0,30.0,2,COLLAPSED,,,16.07934449602467,1.564028327172501,0.7453559924999299,4,4.934,0.1067,67.95042055347369,False,0.489,1.5375,P2_0272,2,oblique_theta30
supercritical_f2.0_beta1.0_M1.0_theta30_seed1,2.0,1.0,1.0,30.0,1,PARTIAL,1.6898325032284445,0.5069497509685333,13.45927145013921,1.2551145366061218,0.7071067811865475,5,3.928,0.1341,42.15465688877069,True,0.2859,1.5375,P2_0273,2,oblique_theta30
supercritical_f2.0_beta1.0_M1.0_theta30_seed2,2.0,1.0,1.0,30.0,2,PARTIAL,1.5537246711905124,0.4661174013571537,13.554504019827286,1.2551145366061218,0.7071067811865475,5,4.861,0.1599,33.32896120564386,True,0.2859,1.5375,P2_0274,2,oblique_theta30
supercritical_f2.5_beta1.0_M1.0_theta30_seed1,2.5,1.0,1.0,30.0,1,PARTIAL,1.714647908207885,0.5143943724623654,9.57728164029497,0.8282470710740715,0.6324555320336759,7,3.355,0.2153,39.917893270855515,True,0.05,1.5375,P2_0275,2,oblique_theta30
supercritical_f2.5_beta1.0_M1.0_theta30_seed2,2.5,1.0,1.0,30.0,2,PARTIAL,1.7054958436081937,0.511648753082458,9.412284522416837,0.8282470710740715,0.6324555320336759,6,3.093,0.2224,38.7873071134769,True,0.05,1.5375,P2_0276,2,oblique_theta30
supercritical_f1.4_beta1.0_M2.0_theta30_seed1,1.4,1.0,2.0,30.0,1,MEASURABLE,1.815529029279538,0.1855470667923688,19.273258606703113,2.9825610778484375,0.8451542547285166,4,4.511,0.1022,101.58760344589446,False,0.8193,1.4575,P2_0277,2,oblique_theta30
supercritical_f1.4_beta1.0_M2.0_theta30_seed2,1.4,1.0,2.0,30.0,2,MEASURABLE,1.8705432814256622,0.2197888355675153,20.48320736562464,2.9825610778484375,0.8451542547285166,4,5.039,0.1175,94.65661078273968,False,0.8193,1.4575,P2_0278,2,oblique_theta30
supercritical_f1.5_beta1.0_M2.0_theta30_seed1,1.5,1.0,2.0,30.0,1,MEASURABLE,1.7206801571501231,0.19185583752223873,17.111843978878166,2.43739112029009,0.8164965809277261,5,5.392,0.1115,87.6991825899904,False,0.7475,1.4575,P2_0279,2,oblique_theta30
supercritical_f1.5_beta1.0_M2.0_theta30_seed2,1.5,1.0,2.0,30.0,2,PARTIAL,1.5170767153648967,0.455123014609469,16.601975494297726,2.43739112029009,0.8164965809277261,3,4.989,0.1131,36.732934061236605,False,0.7475,1.4575,P2_0280,2,oblique_theta30
supercritical_f1.6_beta1.0_M2.0_theta30_seed1,1.6,1.0,2.0,30.0,1,PARTIAL,1.55493122690026,0.46647936807007795,14.73152954116487,2.058377036913287,0.7905694150420948,5,4.916,0.1303,40.843495111467725,False,0.6681,1.4575,P2_0281,2,oblique_theta30
supercritical_f1.6_beta1.0_M2.0_theta30_seed2,1.6,1.0,2.0,30.0,2,PARTIAL,1.6352286641394411,0.4905685992418323,14.442240032719376,2.058377036913287,0.7905694150420948,5,4.785,0.125,30.367326089011506,False,0.6681,1.4575,P2_0282,2,oblique_theta30
supercritical_f1.8_beta1.0_M2.0_theta30_seed1,1.8,1.0,2.0,30.0,1,COLLAPSED,,,11.831682487322865,1.564028327172501,0.7453559924999299,6,4.397,0.1502,84.42530423760412,False,0.489,1.4575,P2_0283,2,oblique_theta30
supercritical_f1.8_beta1.0_M2.0_theta30_seed2,1.8,1.0,2.0,30.0,2,COLLAPSED,,,11.951859037760022,1.564028327172501,0.7453559924999299,5,4.72,0.1477,82.90113607212594,False,0.489,1.4575,P2_0284,2,oblique_theta30
supercritical_f2.0_beta1.0_M2.0_theta30_seed1,2.0,1.0,2.0,30.0,1,PARTIAL,1.8075270140398192,0.5422581042119458,9.531552154251372,1.2551145366061218,0.7071067811865475,6,3.94,0.1613,36.026573450344436,True,0.2859,1.4575,P2_0285,2,oblique_theta30
supercritical_f2.0_beta1.0_M2.0_theta30_seed2,2.0,1.0,2.0,30.0,2,PARTIAL,1.3847283351859585,0.41541850055578755,9.985433688652465,1.2551145366061218,0.7071067811865475,6,3.573,0.1966,41.68121842361669,True,0.2859,1.4575,P2_0286,2,oblique_theta30
supercritical_f2.5_beta1.0_M2.0_theta30_seed1,2.5,1.0,2.0,30.0,1,PARTIAL,1.4335202153858293,0.4300560646157488,6.213817457762163,0.8282470710740715,0.6324555320336759,7,2.507,0.2576,33.84841986781272,True,0.05,1.4575,P2_0287,2,oblique_theta30
supercritical_f2.5_beta1.0_M2.0_theta30_seed2,2.5,1.0,2.0,30.0,2,PARTIAL,1.3539218936631074,0.4061765680989322,6.463123212932832,0.8282470710740715,0.6324555320336759,8,2.914,0.2796,32.841371633977886,True,0.05,1.4575,P2_0288,2,oblique_theta30
supercritical_f1.4_beta2.0_M1.0_theta30_seed1,1.4,2.0,1.0,30.0,1,PARTIAL,2.2448234187284104,0.6734470256185231,26.194562009630403,2.33143858902237,0.8451542547285166,4,4.511,0.0722,38.21096848226943,False,0.7043,1.4188,P2_0289,2,oblique_theta30
supercritical_f1.4_beta2.0_M1.0_theta30_seed2,1.4,2.0,1.0,30.0,2,PARTIAL,2.460057283011053,0.7380171849033159,27.83902070967723,2.33143858902237,0.8451542547285166,4,5.039,0.0875,34.24346038980392,False,0.7043,1.4188,P2_0290,2,oblique_theta30
supercritical_f1.5_beta2.0_M1.0_theta30_seed1,1.5,2.0,1.0,30.0,1,PARTIAL,1.9732627099913218,0.5919788129973965,23.256952410110387,1.9052846081140844,0.8164965809277261,3,5.315,0.087,33.06344466641396,False,0.5868,1.4188,P2_0291,2,oblique_theta30
supercritical_f1.5_beta2.0_M1.0_theta30_seed2,1.5,2.0,1.0,30.0,2,PARTIAL,1.9784345033229662,0.5935303509968899,22.563982844940252,1.9052846081140844,0.8164965809277261,2,4.911,0.0886,30.174389680720374,False,0.5868,1.4188,P2_0292,2,oblique_theta30
supercritical_f1.6_beta2.0_M1.0_theta30_seed1,1.6,2.0,1.0,30.0,1,PARTIAL,2.0278009400822214,0.6083402820246664,20.021832941552326,1.609013035897006,0.7905694150420948,3,4.838,0.1061,41.802485423088186,False,0.4568,1.4188,P2_0293,2,oblique_theta30
supercritical_f1.6_beta2.0_M1.0_theta30_seed2,1.6,2.0,1.0,30.0,2,PARTIAL,2.132517609156004,0.6397552827468012,19.628655424332923,1.609013035897006,0.7905694150420948,4,4.708,0.1005,31.8735897195885,False,0.4568,1.4188,P2_0294,2,oblique_theta30
supercritical_f1.8_beta2.0_M1.0_theta30_seed1,1.8,2.0,1.0,30.0,1,PARTIAL,2.141032267174533,0.6423096801523599,16.080609248124066,1.222585523353152,0.7453559924999299,4,4.319,0.1256,32.453777139276454,True,0.1637,1.4188,P2_0295,2,oblique_theta30
supercritical_f1.8_beta2.0_M1.0_theta30_seed2,1.8,2.0,1.0,30.0,2,PARTIAL,2.11051289436417,0.6331538683092509,16.243942920274076,1.222585523353152,0.7453559924999299,4,4.642,0.1229,40.29922665535082,True,0.1637,1.4188,P2_0296,2,oblique_theta30
supercritical_f2.0_beta2.0_M1.0_theta30_seed1,2.0,2.0,1.0,30.0,1,PARTIAL,2.3572135634581763,0.7071640690374529,12.954469145437013,0.9811106588963345,0.7071067811865475,5,3.862,0.136,34.42261748780737,True,0.05,1.4188,P2_0297,2,oblique_theta30
supercritical_f2.0_beta2.0_M1.0_theta30_seed2,2.0,2.0,1.0,30.0,2,PARTIAL,1.805837693186086,0.5417513079558258,13.571346044175902,0.9811106588963345,0.7071067811865475,5,3.496,0.1726,34.326666755089306,True,0.05,1.4188,P2_0298,2,oblique_theta30
supercritical_f2.5_beta2.0_M1.0_theta30_seed1,2.5,2.0,1.0,30.0,1,PARTIAL,1.8694676588244465,0.5608402976473339,8.445288367441155,0.6474325696424079,0.6324555320336759,5,2.429,0.2332,31.23944166189745,True,0.05,1.4188,P2_0299,2,oblique_theta30
supercritical_f2.5_beta2.0_M1.0_theta30_seed2,2.5,2.0,1.0,30.0,2,PARTIAL,1.7656627130969942,0.5296988139290982,8.784123392510791,0.6474325696424079,0.6324555320336759,5,2.836,0.2558,39.02186887593099,True,0.05,1.4188,P2_0300,2,oblique_theta30
