sim_name,f,beta,M,theta,seed,resolution,density_contrast,perturb_offset,sim_type,classification,lambda_W,lambda_W_err,t_frag,t_radial,t_J,N_peaks,peak_significance,sigma_lw,contrast,radial_collapsed,radial_width_frac,f_transition,survival_time,decay_mode,lw_asymptotic,lw_early_representative,lw_t0.5,lw_t1.0,lw_t1.5,lw_t2.0,lw_t2.5,lw_t3.0,class_t0.5,class_t1.0,class_t1.5,class_t2.0,class_t2.5,class_t3.0,sim_id,subcampaign
supercritical_f1.40_beta1.0_M1.0_theta0_seed2_res128_dc1.0,1.400000,1.000000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.265536,0.280183,26.482245,3.024569,0.845154,1,5.120000,0.085800,41.565814,False,0.824300,1.500000,0.000000,immediate_collapse,3.208066,True,3.216783,3.178397,3.265536,3.268946,3.257946,3.265310,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0112,A
supercritical_f1.45_beta1.0_M1.0_theta0_seed1_res128_dc1.0,1.450000,1.000000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,2.985901,0.229317,24.281814,2.720690,0.830455,1,4.966000,0.076800,44.689794,False,0.790400,1.500000,0.000000,immediate_collapse,3.016068,True,3.022109,2.931243,2.985901,2.960774,3.030577,3.077450,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0113,A
supercritical_f1.45_beta1.0_M1.0_theta0_seed2_res128_dc1.0,1.450000,1.000000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.242556,0.248056,24.281814,2.720690,0.830455,3,4.605000,0.076500,32.255300,False,0.790400,1.500000,2.500000,radial_collapse,3.397058,True,3.424598,3.258854,3.242556,3.410966,3.443080,3.497929,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,COLLAPSED,P3_0114,A
supercritical_f1.50_beta1.0_M1.0_theta0_seed1_res128_dc1.0,1.500000,1.000000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.037785,0.262161,22.420939,2.471721,0.816497,2,5.041000,0.086300,40.230080,False,0.754500,1.500000,0.000000,immediate_collapse,3.001300,True,3.000797,3.075714,3.037785,2.986685,3.015761,3.064723,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0115,A
supercritical_f1.50_beta1.0_M1.0_theta0_seed2_res128_dc1.0,1.500000,1.000000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.315812,0.273554,22.420939,2.471721,0.816497,2,4.989000,0.082500,35.947388,False,0.754500,1.500000,0.000000,immediate_collapse,3.335966,True,3.267033,3.290174,3.315812,3.248948,3.377079,3.450354,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,P3_0116,A
supercritical_f1.55_beta1.0_M1.0_theta0_seed1_res128_dc1.0,1.550000,1.000000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.133704,0.256337,20.822705,2.263782,0.803219,2,4.665000,0.081800,38.537100,False,0.716700,1.500000,0.000000,immediate_collapse,3.145242,True,3.164222,3.114249,3.133704,3.190417,3.200198,3.183082,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0117,A
supercritical_f1.55_beta1.0_M1.0_theta0_seed2_res128_dc1.0,1.550000,1.000000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.318647,0.289386,20.822705,2.263782,0.803219,3,5.246000,0.087200,35.000490,False,0.716700,1.500000,0.000000,immediate_collapse,3.293829,True,3.291880,3.324658,3.318647,3.287972,3.334784,3.362220,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0118,A
supercritical_f1.60_beta1.0_M1.0_theta0_seed1_res128_dc1.0,1.600000,1.000000,1.000000,0.000000,1,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.246136,0.328834,19.432655,2.087368,0.790569,3,4.647000,0.101300,30.185807,False,0.677300,1.500000,0.000000,immediate_collapse,3.240686,True,3.301368,3.267685,3.246136,3.184671,3.259565,3.293224,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0119,A
supercritical_f1.60_beta1.0_M1.0_theta0_seed2_res128_dc1.0,1.600000,1.000000,1.000000,0.000000,2,128,1.000000,0.000000,fine_sample_A,PARTIAL,3.117496,0.262493,19.432655,2.087368,0.790569,1,5.061000,0.084200,38.130521,False,0.677300,1.500000,0.000000,immediate_collapse,3.092859,True,3.075528,3.049646,3.117496,3.037734,3.143806,3.169471,PARTIAL,PARTIAL,PARTIAL,PARTIAL,COLLAPSED,COLLAPSED,P3_0120,A
supercritical_f1.30_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.300000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,2.090045,0.171175,34.743266,7.885078,0.877058,3,5.088000,0.081900,85.160474,False,0.972200,2.000160,3.000000,persistent,2.136629,True,2.070798,2.136906,2.090045,2.094063,2.154979,2.159313,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0121,B
supercritical_f1.35_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.350000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,2.008915,0.200892,31.227127,6.892879,0.860663,3,4.962000,0.100000,97.108951,False,0.964900,2.000160,3.000000,persistent,1.992618,True,2.038412,1.985806,2.008915,1.975831,2.007586,2.059215,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0122,B
supercritical_f1.40_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.400000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.984233,0.165088,28.383584,6.123639,0.845154,3,5.002000,0.083200,109.094014,False,0.957100,2.000160,3.000000,persistent,2.001476,True,2.044419,2.030069,1.984233,2.044735,2.025914,2.039629,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0123,B
supercritical_f1.45_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.450000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,PARTIAL,1.929417,0.148565,26.025170,5.508397,0.830455,2,5.201000,0.077000,44.689794,False,0.948900,2.000160,0.000000,never_fragmented,1.895314,True,1.891337,1.927388,1.929417,1.905631,1.925195,1.960794,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0124,B
supercritical_f1.50_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.500000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.956791,0.162609,24.030690,5.004325,0.816497,5,4.870000,0.083100,109.473995,False,0.940100,2.000160,3.000000,persistent,1.988976,True,1.985907,2.012411,1.956791,1.983606,2.006679,2.019375,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0125,B
supercritical_f1.55_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.550000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,2.080024,0.178258,22.317708,4.583326,0.803219,5,4.980000,0.085700,96.859564,False,0.930900,2.000160,3.000000,persistent,1.989605,True,2.072714,1.992284,2.080024,1.974797,2.000341,2.023486,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0126,B
supercritical_f1.60_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.600000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,2.002404,0.165799,20.827857,4.226153,0.790569,4,4.926000,0.082800,99.682896,False,0.921300,2.000160,3.000000,persistent,1.977956,True,2.039125,2.009343,2.002404,1.935092,1.987227,2.024797,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0127,B
supercritical_f1.65_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.650000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,2.069666,0.164125,19.518448,3.919147,0.778499,4,4.575000,0.079300,112.132215,False,0.911200,2.000160,3.000000,persistent,2.003320,True,1.988550,1.986983,2.069666,1.990467,2.030117,2.030518,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0128,B
supercritical_f1.70_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.700000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.938746,0.168477,18.357414,3.652335,0.766965,4,5.163000,0.086900,102.645073,False,0.900800,2.000160,3.000000,persistent,1.930841,True,2.001938,1.896267,1.938746,1.956532,1.947533,1.967874,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0129,B
supercritical_f1.75_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.750000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.939339,0.160383,17.320119,3.418248,0.755929,4,5.182000,0.082700,106.869488,False,0.890000,2.000160,3.000000,persistent,1.930876,True,1.959347,1.935715,1.939339,1.946812,1.940005,1.990012,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0130,B
supercritical_f1.80_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.800000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.892185,0.150050,16.387270,3.211182,0.745356,3,5.308000,0.079300,111.782167,False,0.878800,2.000160,3.000000,persistent,1.943817,True,1.944196,1.901437,1.892185,1.973973,1.954136,2.005898,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0131,B
supercritical_f1.85_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.850000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.848360,0.142878,15.543511,3.026694,0.735215,6,5.333000,0.077300,97.216206,False,0.867200,2.000160,3.000000,persistent,1.869359,True,1.859773,1.884647,1.848360,1.883080,1.900597,1.919771,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0132,B
supercritical_f1.90_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.900000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.888000,0.132726,14.776440,2.861277,0.725476,5,5.134000,0.070300,116.739325,False,0.855400,2.000160,3.000000,persistent,1.835116,True,1.874440,1.819306,1.888000,1.879929,1.852607,1.895156,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0133,B
supercritical_f1.95_beta0.3_M1.0_theta15_seed1_res128_dc1.0,1.950000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.825281,0.133976,14.075919,2.712118,0.716115,6,4.656000,0.073400,105.469682,False,0.843100,2.000160,3.000000,persistent,1.812128,True,1.858128,1.844734,1.825281,1.822934,1.843432,1.841151,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0134,B
supercritical_f2.00_beta0.3_M1.0_theta15_seed1_res128_dc1.0,2.000000,0.300000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,PARTIAL,1.823466,0.146971,13.433564,2.576936,0.707107,5,4.755000,0.080600,38.429305,False,0.830600,2.000160,3.000000,persistent,1.830053,True,1.862397,1.800440,1.823466,1.847611,1.844039,1.881649,PARTIAL,PARTIAL,PARTIAL,PARTIAL,MEASURABLE,MEASURABLE,P3_0135,B
supercritical_f1.30_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.300000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.183536,0.091132,43.221212,7.753086,0.877058,4,5.201000,0.077000,85.160474,False,0.971200,2.091667,3.000000,persistent,1.162617,True,1.160178,1.182292,1.183536,1.168946,1.180947,1.202784,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0136,B
supercritical_f1.35_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.350000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.198946,0.099632,38.847075,6.777496,0.860663,7,4.870000,0.083100,97.108951,False,0.963700,2.091667,3.000000,persistent,1.218667,True,1.216786,1.233025,1.198946,1.215377,1.229514,1.237293,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0137,B
supercritical_f1.40_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.400000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.273086,0.109103,35.309659,6.021133,0.845154,7,4.980000,0.085700,109.094014,False,0.955700,2.091667,3.000000,persistent,1.217744,True,1.268611,1.219384,1.273086,1.208681,1.224315,1.238481,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0138,B
supercritical_f1.45_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.450000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.224350,0.101376,32.375752,5.416189,0.830455,6,4.926000,0.082800,108.027230,False,0.947100,2.091667,3.000000,persistent,1.209401,True,1.246803,1.228592,1.224350,1.183193,1.215070,1.238042,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0139,B
supercritical_f1.50_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.500000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.264289,0.100258,29.894585,4.920555,0.816497,6,4.575000,0.079300,109.473995,False,0.938000,2.091667,3.000000,persistent,1.223760,True,1.214738,1.213780,1.264289,1.215909,1.240129,1.240374,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0140,B
supercritical_f1.55_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.550000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.183271,0.102826,27.763606,4.506603,0.803219,7,5.163000,0.086900,96.859564,False,0.928500,2.091667,3.000000,persistent,1.178446,True,1.221839,1.157345,1.183271,1.194126,1.188634,1.201049,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0141,B
supercritical_f1.60_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.600000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.182653,0.097805,25.910206,4.155409,0.790569,7,5.182000,0.082700,99.682896,False,0.918600,2.091667,3.000000,persistent,1.177492,True,1.194855,1.180443,1.182653,1.187210,1.183059,1.213554,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0142,B
supercritical_f1.65_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.650000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.152997,0.091433,24.281280,3.853543,0.778499,6,5.308000,0.079300,112.132215,False,0.908200,2.091667,3.000000,persistent,1.184459,True,1.184690,1.158635,1.152997,1.202835,1.190747,1.222288,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0143,B
supercritical_f1.70_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.700000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.125464,0.086998,22.836934,3.591197,0.766965,8,5.333000,0.077300,102.645073,False,0.897400,2.091667,3.000000,persistent,1.138250,True,1.132413,1.147559,1.125464,1.146605,1.157271,1.168946,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0144,B
supercritical_f1.75_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.750000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.148801,0.080761,21.546521,3.361029,0.755929,8,5.134000,0.070300,106.869488,False,0.886200,2.091667,3.000000,persistent,1.116623,True,1.140550,1.107003,1.148801,1.143890,1.127265,1.153155,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0145,B
supercritical_f1.80_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.800000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.109907,0.081467,20.386041,3.157428,0.745356,9,4.656000,0.073400,111.782167,False,0.874600,2.091667,3.000000,persistent,1.101909,True,1.129880,1.121736,1.109907,1.108480,1.120944,1.119557,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0146,B
supercritical_f1.85_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.850000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.108111,0.089314,19.336390,2.976029,0.735215,8,4.755000,0.080600,97.216206,False,0.862700,2.091667,3.000000,persistent,1.112114,True,1.131769,1.094118,1.108111,1.122784,1.120613,1.143469,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0147,B
supercritical_f1.90_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.900000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.112630,0.090902,18.382142,2.813381,0.725476,9,4.800000,0.081700,116.739325,False,0.850400,2.091667,3.000000,persistent,1.123781,True,1.126051,1.174852,1.112630,1.124452,1.133350,1.158123,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0148,B
supercritical_f1.95_beta0.3_M1.0_theta30_seed1_res128_dc1.0,1.950000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.024558,0.089751,17.510681,2.666719,0.716115,10,5.349000,0.087600,105.469682,False,0.837700,2.091667,3.000000,persistent,1.055043,True,1.080156,1.068084,1.024558,1.028635,1.067536,1.080410,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0149,B
supercritical_f2.00_beta0.3_M1.0_theta30_seed1_res128_dc1.0,2.000000,0.300000,1.000000,30.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,1.085069,0.088976,16.711581,2.533799,0.707107,10,5.257000,0.082000,105.220216,False,0.824800,2.091667,2.500000,radial_collapse,1.094432,True,1.081044,1.130677,1.085069,1.115610,1.101861,1.109821,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,COLLAPSED,P3_0150,B
supercritical_f1.30_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.300000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.921555,0.076305,64.831818,7.572782,0.877058,8,4.926000,0.082800,85.160474,False,0.969800,2.216667,3.000000,persistent,0.910304,True,0.938456,0.924749,0.921555,0.890577,0.914571,0.931861,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0151,B
supercritical_f1.35_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.350000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.950522,0.075376,58.270613,6.619880,0.860663,8,4.575000,0.079300,97.108951,False,0.962000,2.216667,3.000000,persistent,0.920052,True,0.913268,0.912549,0.950522,0.914149,0.932358,0.932543,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0152,B
supercritical_f1.40_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.400000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.888657,0.077224,52.964489,5.881106,0.845154,8,5.163000,0.086900,109.094014,False,0.953500,2.216667,3.000000,persistent,0.885033,True,0.917622,0.869186,0.888657,0.896809,0.892684,0.902008,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0153,B
supercritical_f1.45_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.450000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.887302,0.073380,48.563628,5.290231,0.830455,9,5.182000,0.082700,108.027230,False,0.944600,2.216667,3.000000,persistent,0.883430,True,0.896457,0.885644,0.887302,0.890721,0.887607,0.910486,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0154,B
supercritical_f1.50_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.500000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.864241,0.068534,44.841877,4.806123,0.816497,8,5.308000,0.079300,109.473995,False,0.935100,2.216667,3.000000,persistent,0.887824,True,0.887996,0.868467,0.864241,0.901597,0.892536,0.916179,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0155,B
supercritical_f1.55_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.550000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.842860,0.065153,41.645410,4.401799,0.803219,10,5.333000,0.077300,96.859564,False,0.925100,2.216667,3.000000,persistent,0.852436,True,0.848064,0.859407,0.842860,0.858693,0.866680,0.875424,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0156,B
supercritical_f1.60_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.600000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.859625,0.060432,38.865309,4.058772,0.790569,10,5.134000,0.070300,99.682896,False,0.914600,2.216667,3.000000,persistent,0.835546,True,0.853451,0.828348,0.859625,0.855950,0.843510,0.862883,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0157,B
supercritical_f1.65_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.650000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.829873,0.060913,36.421920,3.763926,0.778499,11,4.656000,0.073400,112.132215,False,0.903700,2.216667,3.000000,persistent,0.823893,True,0.844807,0.838718,0.829873,0.828806,0.838125,0.837088,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0158,B
supercritical_f1.70_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.700000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.827921,0.066730,34.255401,3.507681,0.766965,10,4.755000,0.080600,102.645073,False,0.892400,2.216667,3.000000,persistent,0.830912,True,0.845597,0.817466,0.827921,0.838884,0.837262,0.854338,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0159,B
supercritical_f1.75_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.750000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.830719,0.067870,32.319782,3.282865,0.755929,12,4.800000,0.081700,106.869488,False,0.880700,2.216667,3.000000,persistent,0.839045,True,0.840740,0.877176,0.830719,0.839546,0.846189,0.864685,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0160,B
supercritical_f1.80_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.800000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.764459,0.066967,30.579062,3.084000,0.745356,12,5.349000,0.087600,111.782167,False,0.868600,2.216667,3.000000,persistent,0.787204,True,0.805942,0.796934,0.764459,0.767500,0.796525,0.806131,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0161,B
supercritical_f1.85_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.850000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.809103,0.066346,29.004586,2.906819,0.735215,12,5.257000,0.082000,97.216206,False,0.856100,2.216667,3.000000,persistent,0.816084,True,0.806101,0.843111,0.809103,0.831876,0.821624,0.827559,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0162,B
supercritical_f1.90_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.900000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.878781,0.057560,27.573212,2.747953,0.725476,12,4.912000,0.065500,116.739325,False,0.843200,2.216667,3.000000,persistent,0.863462,True,0.840270,0.866997,0.878781,0.849171,0.871743,0.887706,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0163,B
supercritical_f1.95_beta0.3_M1.0_theta45_seed1_res128_dc1.0,1.950000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.783787,0.060352,26.266022,2.604702,0.716115,13,5.414000,0.077000,105.469682,False,0.829900,2.216667,3.000000,persistent,0.775256,True,0.778170,0.778654,0.783787,0.783198,0.787127,0.782799,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0164,B
supercritical_f2.00_beta0.3_M1.0_theta45_seed1_res128_dc1.0,2.000000,0.300000,1.000000,45.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,0.860165,0.072168,25.067371,2.474874,0.707107,11,5.377000,0.083900,105.220216,False,0.816300,2.216667,2.500000,radial_collapse,0.842733,True,0.815172,0.820348,0.860165,0.836061,0.856190,0.857074,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,COLLAPSED,P3_0165,B
supercritical_f1.30_beta0.5_M1.0_theta15_seed1_res128_dc1.0,1.300000,0.500000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,MEASURABLE,2.575857,0.202978,33.773340,5.596507,0.877058,4,4.883000,0.078800,85.160474,False,0.944700,1.720096,3.000000,persistent,2.583929,True,2.574918,2.574086,2.575857,2.706981,2.606790,2.650990,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,MEASURABLE,P3_0166,B
supercritical_f1.35_beta0.5_M1.0_theta15_seed1_res128_dc1.0,1.350000,0.500000,1.000000,15.000000,1,128,1.000000,0.000000,fine_sample_B,PARTIAL,2.219196,0.170434,30.355360,4.892285,0.860663,2,4.966000,0.076800,33.486862,False,0.930400,1.720096,0.000000,never_fragmented,2.241617,True,2.246107,2.178573,2.219196,2.200521,2.252401,2.287238,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,PARTIAL,P3_0167,B
