f,beta,theta_deg,delta_v_cs,M_turb_achieved,seed,fragmented,morphology,lambda_W,lambda_W_err,t_frag_tJ,beading_window_tJ,n_peaks,hgbs_match
2.0,0.3,90,1.0,0.53,2,True,PARTIAL,1.2093,0.0866,0.8123,0.2207,4,False
2.0,0.3,90,1.0,0.53,3,True,PARTIAL,1.4141,0.075,0.8569,0.2417,4,False
2.0,0.3,90,1.0,0.53,4,True,PARTIAL,1.252,0.15,0.9492,0.2286,2,False
2.0,0.3,90,1.0,0.53,5,True,PARTIAL,1.1313,0.15,0.8761,0.2908,2,False
2.0,0.3,90,1.5,0.739,1,True,PARTIAL,1.3413,0.075,1.047,0.2244,4,False
2.0,0.3,90,1.5,0.739,2,True,PARTIAL,1.2081,0.075,0.8869,0.2707,4,False
2.0,0.3,90,1.5,0.739,3,True,PARTIAL,1.3879,0.075,0.9175,0.2576,4,False
2.0,0.3,90,1.5,0.739,4,True,PARTIAL,1.0758,0.0671,1.0936,0.1612,4,False
2.0,0.3,90,1.5,0.739,5,True,PARTIAL,1.1511,0.1061,0.9255,0.2721,3,False
2.0,0.3,90,2.0,0.9357,1,True,PARTIAL,1.227,0.15,1.1433,0.3162,2,False
2.0,0.3,90,2.0,0.9357,2,True,PARTIAL,1.2992,0.1061,1.1522,0.2329,3,False
2.0,0.3,90,2.0,0.9357,3,True,PARTIAL,1.2622,0.0671,1.1087,0.3285,4,False
2.0,0.3,90,2.0,0.9357,4,True,PARTIAL,1.1309,0.15,1.077,0.2546,2,False
2.0,0.3,90,2.0,0.9357,5,True,PARTIAL,1.1143,0.0671,1.1193,0.2731,4,False
2.0,0.3,90,2.5,1.1235,1,True,PARTIAL,1.5418,0.0671,0.969,0.2023,4,False
2.0,0.3,90,2.5,1.1235,2,True,PARTIAL,1.2138,0.0671,1.169,0.3085,4,False
2.0,0.3,90,2.5,1.1235,3,True,PARTIAL,1.3795,0.0671,1.278,0.1625,4,False
2.0,0.3,90,2.5,1.1235,4,True,PARTIAL,1.1251,0.0671,1.2759,0.2651,4,False
2.0,0.3,90,2.5,1.1235,5,True,PARTIAL,0.9669,0.0671,1.0754,0.2668,4,False
2.0,0.3,90,3.0,1.3047,1,True,PARTIAL,1.5142,0.15,1.2141,0.2546,2,False
2.0,0.3,90,3.0,1.3047,2,True,PARTIAL,1.1301,0.1061,1.4567,0.2539,3,False
2.0,0.3,90,3.0,1.3047,3,True,PARTIAL,1.4977,0.0866,1.4231,0.2719,4,False
2.0,0.3,90,3.0,1.3047,4,True,PARTIAL,1.2708,0.0671,1.4368,0.3002,4,False
2.0,0.3,90,3.0,1.3047,5,True,PARTIAL,1.1539,0.0866,1.4437,0.3115,4,False
2.0,0.5,0,1.0,0.53,1,True,FULL,4.3043,0.1511,0.5773,0.2852,7,False
2.0,0.5,0,1.0,0.53,2,True,FULL,4.2826,0.1233,0.57,0.3429,10,False
2.0,0.5,0,1.0,0.53,3,True,FULL,4.1466,0.1308,0.7139,0.3317,9,False
2.0,0.5,0,1.0,0.53,4,True,FULL,4.0216,0.185,0.5945,0.4085,5,False
2.0,0.5,0,1.0,0.53,5,True,FULL,3.6023,0.1511,0.6203,0.3838,7,False
2.0,0.5,0,1.5,0.739,1,True,FULL,3.8697,0.2136,0.6183,0.3915,4,False
2.0,0.5,0,1.5,0.739,2,True,FULL,3.963,0.1308,0.6866,0.3302,9,False
2.0,0.5,0,1.5,0.739,3,True,FULL,3.5419,0.2136,0.7452,0.3448,4,False
2.0,0.5,0,1.5,0.739,4,True,FULL,4.229,0.185,0.6928,0.4218,5,False
2.0,0.5,0,1.5,0.739,5,True,FULL,3.6787,0.1308,0.7444,0.4624,9,False
2.0,0.5,0,2.0,0.9357,1,True,FULL,4.0376,0.1308,0.7087,0.4115,9,False
2.0,0.5,0,2.0,0.9357,2,True,FULL,3.7081,0.2136,0.7118,0.4465,4,False
2.0,0.5,0,2.0,0.9357,3,True,FULL,4.4376,0.1398,0.7917,0.5092,8,False
2.0,0.5,0,2.0,0.9357,4,True,FULL,3.9012,0.1308,0.7814,0.3524,9,False
2.0,0.5,0,2.0,0.9357,5,True,FULL,4.0716,0.1655,0.7443,0.4755,6,False
2.0,0.5,0,2.5,1.1235,1,True,FULL,4.2999,0.1655,0.8348,0.4686,6,False
2.0,0.5,0,2.5,1.1235,2,True,FULL,4.0039,0.1233,0.7019,0.4325,10,False
2.0,0.5,0,2.5,1.1235,3,True,FULL,4.0395,0.185,0.8102,0.4338,5,False
2.0,0.5,0,2.5,1.1235,4,True,FULL,4.2001,0.185,0.8216,0.4421,5,False
2.0,0.5,0,2.5,1.1235,5,True,FULL,3.812,0.1233,0.9256,0.4007,10,False
2.0,0.5,0,3.0,1.3047,1,True,FULL,3.7486,0.1511,0.916,0.4951,7,False
2.0,0.5,0,3.0,1.3047,2,True,FULL,4.0287,0.1308,0.7762,0.4204,9,False
2.0,0.5,0,3.0,1.3047,3,True,FULL,4.2828,0.1655,0.8828,0.3854,6,False
2.0,0.5,0,3.0,1.3047,4,True,FULL,4.0788,0.185,0.7739,0.4324,5,False
2.0,0.5,0,3.0,1.3047,5,True,FULL,3.2264,0.1308,0.8317,0.4973,9,True
2.0,0.5,90,1.0,0.53,1,True,PARTIAL,1.2993,0.15,0.7547,0.2115,2,False
2.0,0.5,90,1.0,0.53,2,True,PARTIAL,1.3607,0.1061,1.0167,0.2204,3,False
2.0,0.5,90,1.0,0.53,3,True,PARTIAL,1.2244,0.1061,0.6999,0.2065,3,False
2.0,0.5,90,1.0,0.53,4,True,PARTIAL,1.3256,0.075,1.0542,0.254,4,False
2.0,0.5,90,1.0,0.53,5,True,PARTIAL,1.1965,0.0866,0.8971,0.3257,4,False
2.0,0.5,90,1.5,0.739,1,True,PARTIAL,1.4739,0.075,1.0534,0.1871,4,False
2.0,0.5,90,1.5,0.739,2,True,PARTIAL,1.3749,0.075,0.975,0.2116,4,False
2.0,0.5,90,1.5,0.739,3,True,PARTIAL,1.3225,0.075,0.9372,0.2895,4,False
2.0,0.5,90,1.5,0.739,4,True,PARTIAL,1.2867,0.1061,1.1506,0.2474,3,False
2.0,0.5,90,1.5,0.739,5,True,PARTIAL,1.4103,0.0671,1.2146,0.2522,4,False
2.0,0.5,90,2.0,0.9357,1,True,PARTIAL,1.2026,0.075,1.2034,0.2115,4,False
2.0,0.5,90,2.0,0.9357,2,True,PARTIAL,1.3415,0.0866,1.1213,0.2748,4,False
2.0,0.5,90,2.0,0.9357,3,True,PARTIAL,1.45,0.0671,0.9065,0.2283,4,False
2.0,0.5,90,2.0,0.9357,4,True,PARTIAL,1.4665,0.0866,1.0903,0.2339,4,False
2.0,0.5,90,2.0,0.9357,5,True,PARTIAL,1.2881,0.075,1.2181,0.2957,4,False
2.0,0.5,90,2.5,1.1235,1,True,PARTIAL,1.4253,0.0671,1.4337,0.3321,4,False
2.0,0.5,90,2.5,1.1235,2,True,PARTIAL,1.2178,0.0671,1.2597,0.1632,4,False
2.0,0.5,90,2.5,1.1235,3,True,PARTIAL,1.3013,0.15,1.2861,0.2456,2,False
2.0,0.5,90,2.5,1.1235,4,True,PARTIAL,1.6244,0.075,1.3487,0.2176,4,False
2.0,0.5,90,2.5,1.1235,5,True,PARTIAL,1.2972,0.075,1.3212,0.2863,4,False
2.0,0.5,90,3.0,1.3047,1,True,PARTIAL,1.2165,0.0671,1.3474,0.3182,4,False
2.0,0.5,90,3.0,1.3047,2,True,PARTIAL,1.2081,0.075,1.3419,0.1444,4,False
2.0,0.5,90,3.0,1.3047,3,True,PARTIAL,1.3206,0.0866,1.3969,0.2648,4,False
2.0,0.5,90,3.0,1.3047,4,True,PARTIAL,1.4763,0.075,1.2625,0.3046,4,False
2.0,0.5,90,3.0,1.3047,5,True,PARTIAL,1.1588,0.0866,1.2108,0.2731,4,False
2.0,1.0,0,1.0,0.53,1,True,FULL,3.4871,0.1655,0.5839,0.3676,6,False
2.0,1.0,0,1.0,0.53,2,True,FULL,3.0754,0.1398,0.6691,0.3439,8,True
2.0,1.0,0,1.0,0.53,3,True,FULL,3.1859,0.1398,0.5819,0.3727,8,True
2.0,1.0,0,1.0,0.53,4,True,FULL,2.9042,0.1655,0.6175,0.4214,6,True
2.0,1.0,0,1.0,0.53,5,True,FULL,2.7628,0.1511,0.5685,0.2694,7,True
2.0,1.0,0,1.5,0.739,1,True,FULL,3.3281,0.1655,0.6237,0.3989,6,False
2.0,1.0,0,1.5,0.739,2,True,FULL,3.2593,0.1655,0.6213,0.4388,6,True
2.0,1.0,0,1.5,0.739,3,True,FULL,3.305,0.1655,0.6572,0.3898,6,False
2.0,1.0,0,1.5,0.739,4,True,FULL,3.4461,0.2136,0.7018,0.3036,4,False
2.0,1.0,0,1.5,0.739,5,True,FULL,2.8225,0.1655,0.5755,0.4016,6,True
2.0,1.0,0,2.0,0.9357,1,True,FULL,4.3131,0.185,0.7591,0.3386,5,False
2.0,1.0,0,2.0,0.9357,2,True,FULL,4.182,0.1308,0.8672,0.4219,9,False
2.0,1.0,0,2.0,0.9357,3,True,FULL,3.2669,0.2136,0.8674,0.4426,4,True
2.0,1.0,0,2.0,0.9357,4,True,FULL,3.3223,0.1308,0.7415,0.4327,9,False
2.0,1.0,0,2.0,0.9357,5,True,FULL,3.6595,0.185,0.832,0.3742,5,False
2.0,1.0,0,2.5,1.1235,1,True,FULL,3.1429,0.2136,0.8719,0.4461,4,True
2.0,1.0,0,2.5,1.1235,2,True,FULL,3.0023,0.1233,0.8214,0.4152,10,True
2.0,1.0,0,2.5,1.1235,3,True,FULL,2.9591,0.1233,0.7489,0.3278,10,True
2.0,1.0,0,2.5,1.1235,4,True,FULL,3.1578,0.1233,0.9418,0.53,10,True
2.0,1.0,0,2.5,1.1235,5,True,FULL,3.4029,0.1308,0.7892,0.4019,9,False
2.0,1.0,0,3.0,1.3047,1,True,FULL,3.3325,0.1511,0.8488,0.4783,7,False
2.0,1.0,0,3.0,1.3047,2,True,FULL,3.4869,0.2136,0.9217,0.4658,4,False
2.0,1.0,0,3.0,1.3047,3,True,FULL,3.0714,0.1511,0.9464,0.4225,7,True
2.0,1.0,0,3.0,1.3047,4,True,FULL,3.4292,0.1511,0.9068,0.4579,7,False
2.0,1.0,0,3.0,1.3047,5,True,FULL,3.2958,0.2136,0.8061,0.3845,4,True
2.0,1.0,90,1.0,0.53,1,True,PARTIAL,1.3347,0.0866,0.9211,0.3029,4,False
2.0,1.0,90,1.0,0.53,2,True,PARTIAL,1.2496,0.15,0.8874,0.3158,2,False
2.0,1.0,90,1.0,0.53,3,True,PARTIAL,1.394,0.15,1.0587,0.2947,2,False
2.0,1.0,90,1.0,0.53,4,True,PARTIAL,1.3112,0.0866,0.9034,0.2594,4,False
2.0,1.0,90,1.0,0.53,5,True,PARTIAL,1.0087,0.0866,0.8296,0.2227,4,False
2.0,1.0,90,1.5,0.739,1,True,PARTIAL,1.5217,0.0866,0.9705,0.2399,4,False
2.0,1.0,90,1.5,0.739,2,True,PARTIAL,1.2457,0.15,1.0752,0.2548,2,False
2.0,1.0,90,1.5,0.739,3,True,PARTIAL,1.2379,0.0671,0.9356,0.2073,4,False
2.0,1.0,90,1.5,0.739,4,True,PARTIAL,1.1722,0.1061,0.9934,0.2035,3,False
2.0,1.0,90,1.5,0.739,5,True,PARTIAL,1.2352,0.0671,0.8602,0.1708,4,False
2.0,1.0,90,2.0,0.9357,1,True,PARTIAL,1.6934,0.075,0.9138,0.2575,4,False
2.0,1.0,90,2.0,0.9357,2,True,PARTIAL,1.1062,0.1061,1.1768,0.2513,3,False
2.0,1.0,90,2.0,0.9357,3,True,PARTIAL,1.3641,0.075,1.2426,0.2433,4,False
2.0,1.0,90,2.0,0.9357,4,True,PARTIAL,1.6376,0.15,1.0793,0.1292,2,False
2.0,1.0,90,2.0,0.9357,5,True,PARTIAL,1.4546,0.1061,1.3232,0.2652,3,False
2.0,1.0,90,2.5,1.1235,1,True,PARTIAL,1.4835,0.0866,1.1599,0.2562,4,False
2.0,1.0,90,2.5,1.1235,2,True,PARTIAL,1.1864,0.1061,1.2134,0.172,3,False
2.0,1.0,90,2.5,1.1235,3,True,PARTIAL,1.4425,0.15,1.3362,0.2619,2,False
2.0,1.0,90,2.5,1.1235,4,True,PARTIAL,1.3409,0.15,1.2329,0.2977,2,False
2.0,1.0,90,2.5,1.1235,5,True,PARTIAL,1.0413,0.15,1.123,0.2432,2,False
2.0,1.0,90,3.0,1.3047,1,True,PARTIAL,1.3191,0.075,1.2715,0.345,4,False
2.0,1.0,90,3.0,1.3047,2,True,PARTIAL,1.2892,0.15,1.3787,0.3386,2,False
2.0,1.0,90,3.0,1.3047,3,True,PARTIAL,1.3303,0.075,1.4836,0.2966,4,False
2.0,1.0,90,3.0,1.3047,4,True,PARTIAL,1.4926,0.0866,1.4613,0.2546,4,False
2.0,1.0,90,3.0,1.3047,5,True,PARTIAL,1.4416,0.0671,1.4,0.2132,4,False
2.0,2.0,0,1.0,0.53,1,True,FULL,2.7824,0.2136,0.6439,0.414,4,True
2.0,2.0,0,1.0,0.53,2,True,PARTIAL,2.4047,0.1308,0.5609,0.3248,9,True
2.0,2.0,0,1.0,0.53,3,True,FULL,2.8521,0.1511,0.6517,0.3848,7,True
2.0,2.0,0,1.0,0.53,4,True,FULL,2.9866,0.2136,0.6775,0.4245,4,True
2.0,2.0,0,1.0,0.53,5,True,FULL,2.8117,0.1398,0.6272,0.3972,8,True
2.0,2.0,0,1.5,0.739,1,True,FULL,3.3212,0.1233,0.6876,0.2855,10,False
2.0,2.0,0,1.5,0.739,2,True,FULL,3.1603,0.1655,0.6143,0.4264,6,True
2.0,2.0,0,1.5,0.739,3,True,PARTIAL,2.0594,0.1511,0.6426,0.4362,7,False
2.0,2.0,0,1.5,0.739,4,True,PARTIAL,2.3133,0.1398,0.6528,0.4193,8,True
2.0,2.0,0,1.5,0.739,5,True,FULL,3.0705,0.1398,0.7627,0.4299,8,True
2.0,2.0,0,2.0,0.9357,1,True,PARTIAL,2.4883,0.1511,0.811,0.4119,7,True
2.0,2.0,0,2.0,0.9357,2,True,FULL,2.9792,0.1398,0.7995,0.3573,8,True
2.0,2.0,0,2.0,0.9357,3,True,FULL,2.5498,0.1398,0.7782,0.3357,8,True
2.0,2.0,0,2.0,0.9357,4,True,FULL,2.6774,0.1233,0.7105,0.427,10,True
2.0,2.0,0,2.0,0.9357,5,True,FULL,3.0352,0.1308,0.8336,0.3918,9,True
2.0,2.0,0,2.5,1.1235,1,True,FULL,2.5882,0.1398,0.7887,0.3933,8,True
2.0,2.0,0,2.5,1.1235,2,True,FULL,2.7819,0.185,0.7998,0.2885,5,True
2.0,2.0,0,2.5,1.1235,3,True,FULL,2.8532,0.1511,0.8495,0.3936,7,True
2.0,2.0,0,2.5,1.1235,4,True,FULL,2.7041,0.2136,0.7624,0.4022,4,True
2.0,2.0,0,2.5,1.1235,5,True,PARTIAL,2.3668,0.1308,0.7271,0.4,9,True
2.0,2.0,0,3.0,1.3047,1,True,PARTIAL,2.3553,0.1655,0.8026,0.4829,6,True
2.0,2.0,0,3.0,1.3047,2,True,PARTIAL,2.4841,0.1511,0.9085,0.4488,7,True
2.0,2.0,0,3.0,1.3047,3,True,PARTIAL,2.394,0.1511,0.8636,0.4442,7,True
2.0,2.0,0,3.0,1.3047,4,True,FULL,2.6647,0.1233,0.7447,0.4174,10,True
2.0,2.0,0,3.0,1.3047,5,True,FULL,3.3899,0.1655,0.8659,0.462,6,False
2.0,2.0,90,1.0,0.53,1,True,PARTIAL,1.3404,0.0866,1.0696,0.2685,4,False
2.0,2.0,90,1.0,0.53,2,True,PARTIAL,1.3546,0.15,0.8774,0.3657,2,False
2.0,2.0,90,1.0,0.53,3,True,PARTIAL,1.1604,0.075,0.8917,0.2529,4,False
2.0,2.0,90,1.0,0.53,4,True,PARTIAL,1.3237,0.1061,0.9093,0.2283,3,False
2.0,2.0,90,1.0,0.53,5,True,PARTIAL,1.5396,0.1061,0.8597,0.259,3,False
2.0,2.0,90,1.5,0.739,1,True,PARTIAL,1.3622,0.0671,0.9307,0.2557,4,False
2.0,2.0,90,1.5,0.739,2,True,PARTIAL,1.3459,0.0671,1.0973,0.1811,4,False
2.0,2.0,90,1.5,0.739,3,True,PARTIAL,1.4563,0.0866,0.9831,0.2296,4,False
2.0,2.0,90,1.5,0.739,4,True,PARTIAL,1.0905,0.075,0.8318,0.3112,4,False
2.0,2.0,90,1.5,0.739,5,True,PARTIAL,1.5911,0.0671,1.1164,0.3296,4,False
2.0,2.0,90,2.0,0.9357,1,True,PARTIAL,1.171,0.075,1.2431,0.1688,4,False
2.0,2.0,90,2.0,0.9357,2,True,PARTIAL,1.4056,0.0866,1.1322,0.3369,4,False
2.0,2.0,90,2.0,0.9357,3,True,PARTIAL,1.4213,0.0671,0.9529,0.2818,4,False
2.0,2.0,90,2.0,0.9357,4,True,PARTIAL,1.1861,0.075,1.187,0.1984,4,False
2.0,2.0,90,2.0,0.9357,5,True,PARTIAL,1.3046,0.15,1.1512,0.1954,2,False
2.0,2.0,90,2.5,1.1235,1,True,PARTIAL,1.2645,0.1061,1.2654,0.208,3,False
2.0,2.0,90,2.5,1.1235,2,True,PARTIAL,1.2385,0.15,1.2851,0.1464,2,False
2.0,2.0,90,2.5,1.1235,3,True,PARTIAL,1.6196,0.0866,1.3956,0.1735,4,False
2.0,2.0,90,2.5,1.1235,4,True,PARTIAL,1.3041,0.1061,1.1493,0.2893,3,False
2.0,2.0,90,2.5,1.1235,5,True,PARTIAL,1.4423,0.1061,0.9784,0.1947,3,False
2.0,2.0,90,3.0,1.3047,1,True,PARTIAL,1.7058,0.0671,1.3035,0.2502,4,False
2.0,2.0,90,3.0,1.3047,2,True,PARTIAL,1.5516,0.075,1.4435,0.2836,4,False
2.0,2.0,90,3.0,1.3047,3,True,PARTIAL,1.4907,0.0866,1.1886,0.1792,4,False
2.0,2.0,90,3.0,1.3047,4,True,PARTIAL,1.3496,0.0866,1.28,0.3181,4,False
2.0,2.0,90,3.0,1.3047,5,True,PARTIAL,1.3867,0.0866,1.3107,0.3147,4,False
